pValue,smiles,data,neg_log10_affinity_M_1,affinity_uM_1,neg_log10_affinity_M_2,affinity_uM_2,neg_log10_affinity_M_3,affinity_uM_3
7.11,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCOCCOCc1ccc(O)c(C(N)=O)c1,AR_ic50,6.659323692321777,0.21911711829062275,6.659323692321777,0.21911711829062275,6.659323692321777,0.21911711829062275
7.05,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3OC1C[C@H](NCNC(=O)c2cc(COCC#CCN3C(=O)N(c4ccc(C#N)c(C(F)(F)F)c4)C(=O)C3(C)C)ccc2O)[C@H](O)[C@H](C)O1,AR_ic50,5.662484169006348,2.175283326458928,5.662484169006348,2.175283326458928,5.662484169006348,2.175283326458928
6.48,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCOCCOCCOCc1ccc(O)c(C(N)=O)c1,AR_ic50,7.100512981414795,0.07933905413350233,7.100512981414795,0.07933905413350233,7.100512981414795,0.07933905413350233
6.46,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CCOCCN1CCN(CCOCc2ccc(O)c(C(N)=O)c2)CC1,AR_ic50,6.88815975189209,0.1293719868989044,6.88815975189209,0.1293719868989044,6.88815975189209,0.1293719868989044
0.0,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccncc1C)Oc1ccc(F)cc1-3,AR_ic50,7.138408660888672,0.07270953029656053,7.138408660888672,0.07270953029656053,7.138408660888672,0.07270953029656053
6.59,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccco1)Oc1ccc(F)cc1-3,AR_ic50,7.308817386627197,0.049111433788940125,7.308817386627197,0.049111433788940125,7.308817386627197,0.049111433788940125
6.81,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,AR_ic50,4.765078544616699,17.17597721789959,4.765078544616699,17.17597721789959,4.765078544616699,17.17597721789959
6.19,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccccc1)Oc1ccc(F)cc1-3,AR_ic50,7.437577247619629,0.03651091797948465,7.437577247619629,0.03651091797948465,7.437577247619629,0.03651091797948465
8.05,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,AR_ic50,6.198554039001465,0.6330615853371406,6.198554039001465,0.6330615853371406,6.198554039001465,0.6330615853371406
7.31,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=O)N1CC#CCOCc1ccc(O)c(C(N)=O)c1,AR_ic50,7.034188747406006,0.0924296380990107,7.034188747406006,0.0924296380990107,7.034188747406006,0.0924296380990107
6.69,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ncccc1C)Oc1ccc(F)cc1-3,AR_ic50,7.12457799911499,0.07506232303816454,7.12457799911499,0.07506232303816454,7.12457799911499,0.07506232303816454
6.09,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccccc1C)Oc1ccc(F)cc1-3,AR_ic50,7.563033580780029,0.027350572363840853,7.563033580780029,0.027350572363840853,7.563033580780029,0.027350572363840853
8.22,CC1(C)NC(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C1=O,AR_ic50,5.709990978240967,1.9498851050179045,5.709990978240967,1.9498851050179045,5.709990978240967,1.9498851050179045
8.0,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,AR_ic50,7.756349563598633,0.01752469371531911,7.756349563598633,0.01752469371531911,7.756349563598633,0.01752469371531911
7.27,CC(=O)c1ccc([C@@H]2C[C@]3(C)[C@H](CC[C@]3(O)C(F)(F)C(F)(F)F)[C@H]3CCC4=CC(=O)CCC4=C23)cc1,AR_ic50,7.680271625518799,0.020879898082196695,7.680271625518799,0.020879898082196695,7.680271625518799,0.020879898082196695
7.7,CCC1CCNc2cc3c(cc21)c(C(F)(F)F)cc(=O)n3C,AR_ic50,7.079576015472412,0.0832576185678126,7.079576015472412,0.0832576185678126,7.079576015472412,0.0832576185678126
6.67,CCC1CCN(C)c2cc3c(cc21)c(C(F)(F)F)cc(=O)n3C,AR_ic50,4.988238334655762,10.274522921270817,4.988238334655762,10.274522921270817,4.988238334655762,10.274522921270817
7.14,CCC1(CC)CCNc2cc3nc(O)cc(C(F)(F)F)c3cc21,AR_ic50,6.190885066986084,0.6443397629902899,6.190885066986084,0.6443397629902899,6.190885066986084,0.6443397629902899
6.6,Oc1cc(C(F)(F)F)c2cc3c(cc2n1)NCCC3c1cc(C(F)(F)F)cc(C(F)(F)F)c1,AR_ic50,7.569257736206055,0.026961389081963237,7.569257736206055,0.026961389081963237,7.569257736206055,0.026961389081963237
6.68,CC1=CC(C)(C)Nc2ccc(-c3cc(F)cc(C#N)c3)cc21,AR_ic50,6.52913236618042,0.2957111047891071,6.52913236618042,0.2957111047891071,6.52913236618042,0.2957111047891071
6.31,CC1=CC(C)(C)Nc2ccc(-c3csc(C#N)c3)cc21,AR_ic50,7.38865852355957,0.04086405653638922,7.38865852355957,0.04086405653638922,7.38865852355957,0.04086405653638922
