pValue,smiles,data,neg_log10_affinity_M_1,affinity_uM_1,neg_log10_affinity_M_2,affinity_uM_2,neg_log10_affinity_M_3,affinity_uM_3
6.17,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccsc1)Oc1ccc(F)cc1-3,AR_ki,7.496696472167969,0.03186423730968226,7.496696472167969,0.03186423730968226,7.496696472167969,0.03186423730968226
5.8,CCc1ccccc1/C=C1\Oc2ccc(F)cc2-c2ccc3c(c21)C(C)=CC(C)(C)N3,AR_ki,7.105149269104004,0.07849657917183556,7.105149269104004,0.07849657917183556,7.105149269104004,0.07849657917183556
6.09,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccccc1N(C)C)Oc1ccc(F)cc1-3,AR_ki,6.978664398193359,0.10503537778116413,6.978664398193359,0.10503537778116413,6.978664398193359,0.10503537778116413
5.84,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccccc1)Oc1c(F)cccc1-3,AR_ki,7.331005096435547,0.046665390410955056,7.331005096435547,0.046665390410955056,7.331005096435547,0.046665390410955056
8.54,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,AR_ki,6.426114082336426,0.3748745156656638,6.426114082336426,0.3748745156656638,6.426114082336426,0.3748745156656638
6.02,CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccccc1C)Oc1c(F)cccc1-3,AR_ki,7.287876605987549,0.051537505482890544,7.287876605987549,0.051537505482890544,7.287876605987549,0.051537505482890544
6.36,COc1ccccc1/C=C1\Oc2ccc(F)cc2-c2ccc3c(c21)C(C)=CC(C)(C)N3,AR_ki,7.107102394104004,0.07814435410346156,7.107102394104004,0.07814435410346156,7.107102394104004,0.07814435410346156
8.07,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,AR_ki,7.627616882324219,0.023571277332717643,7.627616882324219,0.023571277332717643,7.627616882324219,0.023571277332717643
5.91,C=CCC1Oc2cccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,AR_ki,5.953766822814941,1.1123287877779284,5.953766822814941,1.1123287877779284,5.953766822814941,1.1123287877779284
5.59,C=CCC1Oc2cccc(NC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,AR_ki,6.69566535949707,0.20152764993457362,6.69566535949707,0.20152764993457362,6.69566535949707,0.20152764993457362
5.88,C=CCC1Oc2cccc(CO)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,AR_ki,6.590246200561523,0.25689390441513094,6.590246200561523,0.25689390441513094,6.590246200561523,0.25689390441513094
7.02,C=CCC1Oc2cccc(OC(F)F)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,AR_ki,6.533093452453613,0.293026263696618,6.533093452453613,0.293026263696618,6.533093452453613,0.293026263696618
5.61,C=CCC1Oc2cccc(SC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,AR_ki,6.586780548095703,0.25895210869234786,6.586780548095703,0.25895210869234786,6.586780548095703,0.25895210869234786
6.19,C#Cc1cccc2c1-c1ccc3c(c1C(CC=C)O2)C(C)=CC(C)(C)N3,AR_ki,6.997620582580566,0.10054938472129252,6.997620582580566,0.10054938472129252,6.997620582580566,0.10054938472129252
5.69,C=CCC1Oc2cccc(O)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,AR_ki,5.380987644195557,4.159224434402964,5.380987644195557,4.159224434402964,5.380987644195557,4.159224434402964
5.56,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,AR_ki,5.646733283996582,2.255624047462204,5.646733283996582,2.255624047462204,5.646733283996582,2.255624047462204
6.62,C=CCC1Oc2cccc(C=C)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,AR_ki,6.992308139801025,0.10178689353421087,6.992308139801025,0.10178689353421087,6.992308139801025,0.10178689353421087
6.09,C[C@H]1C(=O)C(C)(C)Nc2ccc3c(c21)[C@H](c1cccc(C(F)(F)F)c1)Oc1ccccc1-3,AR_ki,6.808218479156494,0.15551830737337927,6.808218479156494,0.15551830737337927,6.808218479156494,0.15551830737337927
6.16,C[C@H]1C(=O)C(C)(C)Nc2ccc3c(c21)[C@H](c1ccc(Cl)cc1)Oc1ccccc1-3,AR_ki,7.9027204513549805,0.012510640616953167,7.9027204513549805,0.012510640616953167,7.9027204513549805,0.012510640616953167
5.92,CC1C(=O)C(C)(C)Nc2ccc3c(c21)/C(=C/c1ccccc1)Oc1ccccc1-3,AR_ki,7.990897178649902,0.010211812247567554,7.990897178649902,0.010211812247567554,7.990897178649902,0.010211812247567554
6.13,C[C@@H]1C(=O)C(C)(C)Nc2ccc3c(c21)[C@H](c1ccccc1)Oc1ccccc1-3,AR_ki,6.860830783843994,0.1377746181906341,6.860830783843994,0.1377746181906341,6.860830783843994,0.1377746181906341
6.21,C[C@@H]1C(=O)C(C)(C)Nc2ccc3c(c21)[C@H](c1cccc(F)c1)Oc1ccccc1-3,AR_ki,7.4880900382995605,0.03250199069977549,7.4880900382995605,0.03250199069977549,7.4880900382995605,0.03250199069977549
6.3,C[C@H]1C(=O)C(C)(C)Nc2ccc3c(c21)[C@H](c1cccc(F)c1)Oc1ccccc1-3,AR_ki,7.58345365524292,0.026094341680446963,7.58345365524292,0.026094341680446963,7.58345365524292,0.026094341680446963
