pValue,smiles,data,neg_log10_affinity_M_1,affinity_uM_1,neg_log10_affinity_M_2,affinity_uM_2,neg_log10_affinity_M_3,affinity_uM_3
7.48,Nc1ccc(SC[C@@H]2CO[C@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1,CYP3a4_ki,5.4553632736206055,3.5045860375825693,5.4553632736206055,3.5045860375825693,5.4553632736206055,3.5045860375825693
4.64,Cc1csc(-c2cccnc2)n1,CYP3a4_ki,5.3942551612854,4.034083086129336,5.3942551612854,4.034083086129336,5.3942551612854,4.034083086129336
4.02,NCc1ccc(-c2ccccc2)s1,CYP3a4_ki,5.360467433929443,4.36046260204167,5.360467433929443,4.36046260204167,5.360467433929443,4.36046260204167
4.2,NCc1ccc(-c2ccccc2)o1,CYP3a4_ki,5.096334934234619,8.010600359266467,5.096334934234619,8.010600359266467,5.096334934234619,8.010600359266467
5.96,c1cncc(-c2ccc(C3SCCS3)o2)c1,CYP3a4_ki,5.075441360473633,8.40540491316184,5.075441360473633,8.40540491316184,5.075441360473633,8.40540491316184
5.13,CSCc1ccc(-c2cccnc2)o1,CYP3a4_ki,5.88878059387207,1.2918717640482795,5.88878059387207,1.2918717640482795,5.88878059387207,1.2918717640482795
5.51,SCc1ccc(-c2cccnc2)o1,CYP3a4_ki,5.922489166259766,1.1953933451164926,5.922489166259766,1.1953933451164926,5.922489166259766,1.1953933451164926
5.82,CC(=O)SCc1ccc(-c2cccnc2)o1,CYP3a4_ki,5.569945335388184,2.6918736085203308,5.569945335388184,2.6918736085203308,5.569945335388184,2.6918736085203308
4.71,Cc1ccsc1-c1ccc(F)nc1,CYP3a4_ki,4.874843120574951,13.340032247572536,4.874843120574951,13.340032247572536,4.874843120574951,13.340032247572536
0.0,CNCC#Cc1cccnc1,CYP3a4_ki,4.641385555267334,22.835706090372557,4.641385555267334,22.835706090372557,4.641385555267334,22.835706090372557
4.82,NCC#Cc1cccnc1,CYP3a4_ki,4.786261081695557,16.358328239023827,4.786261081695557,16.358328239023827,4.786261081695557,16.358328239023827
0.0,CN(C)Cc1ccc(-c2cccnc2)o1,CYP3a4_ki,4.687098503112793,20.55424348616452,4.687098503112793,20.55424348616452,4.687098503112793,20.55424348616452
0.0,CN(C)Cc1ccc(-c2cccnc2)s1,CYP3a4_ki,4.687100410461426,20.55415321556759,4.687100410461426,20.55415321556759,4.687100410461426,20.55415321556759
7.75,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(-c2ccccn2)cc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N1CCN(Cc2ccccc2)C1=O)C(C)(C)C)C(C)(C)C,CYP3a4_ki,7.811264514923096,0.015443135608825476,7.811264514923096,0.015443135608825476,7.811264514923096,0.015443135608825476
7.18,COC(=O)N[C@H](C(=O)N[C@H](Cc1ccc(-c2ccccn2)cc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N1CCN(Cc2cccc(C(C)(C)O)n2)C1=O)C(C)(C)C)C(C)(C)C,CYP3a4_ki,8.207539558410645,0.006200981584442572,8.207539558410645,0.006200981584442572,8.207539558410645,0.006200981584442572
6.58,CC(C)(C)[Si](C)(C)O[C@@H]1C=C2CCN3Cc4cc5c(cc4[C@@H]([C@H]1O)[C@H]23)OCO5,CYP3a4_ki,7.065214157104492,0.08605692879514958,7.065214157104492,0.08605692879514958,7.065214157104492,0.08605692879514958
6.68,CC(=O)O[C@@H]1[C@@H]2c3cc4c(cc3CN3CCC(=C[C@H]1O[Si](C)(C)C(C)(C)C)[C@@H]23)OCO4,CYP3a4_ki,7.894275188446045,0.012756302561748735,7.894275188446045,0.012756302561748735,7.894275188446045,0.012756302561748735
5.12,CC(=O)O[C@@H]1[C@@H]2c3cc4c(cc3CN3CCC(=C[C@H]1O)[C@@H]23)OCO4,CYP3a4_ki,7.242175579071045,0.05725645045164914,7.242175579071045,0.05725645045164914,7.242175579071045,0.05725645045164914
4.96,CC(=O)O[C@@H]1[C@@H]2c3cc4c(cc3CN3CCC(=C[C@H]1OC(C)=O)[C@@H]23)OCO4,CYP3a4_ki,6.938297271728516,0.11526639967733096,6.938297271728516,0.11526639967733096,6.938297271728516,0.11526639967733096
6.2,O=C1N[C@@H]2C(=C[C@H](O)[C@@H](O)[C@H]2O)c2cc3c(c(O)c21)OCO3,CYP3a4_ki,7.144824028015137,0.07164336434931598,7.144824028015137,0.07164336434931598,7.144824028015137,0.07164336434931598
6.77,CC1(C)O[C@@H]([C@H](O)[C@@H](CNC(=O)c2ccccc2)c2ccc3c(c2)OCO3)[C@H](CO[Si](C)(C)C(C)(C)C)O1,CYP3a4_ki,7.651167392730713,0.022327114895623768,7.651167392730713,0.022327114895623768,7.651167392730713,0.022327114895623768
7.52,COCO[C@@H]([C@@H]1OC(C)(C)O[C@H]1CO[Si](C)(C)C(C)(C)C)[C@@H](CNC(=O)c1ccccc1)c1ccc2c(c1)OCO2,CYP3a4_ki,7.296279430389404,0.05054993128976719,7.296279430389404,0.05054993128976719,7.296279430389404,0.05054993128976719
5.81,COCO[C@@H]([C@@H]1OC(C)(C)O[C@H]1CO)[C@@H](CNC(=O)c1ccccc1)c1ccc2c(c1)OCO2,CYP3a4_ki,6.160758972167969,0.6906229843427514,6.160758972167969,0.6906229843427514,6.160758972167969,0.6906229843427514
