pValue,ligand,data
5.96,CN(C(=O)[C@H]1Cc2cccc(NS(C)(=O)=O)c2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
5.92,CN(C(=O)[C@@H]1Cc2cccc(NS(C)(=O)=O)c2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
7.96,CNS(=O)(=O)c1ccc2c(c1)CC(C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,CYP2d6_ic50
5.24,CCCS(=O)(=O)NCc1ccc2c(c1)C[C@H](C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,CYP2d6_ic50
5.3,CCCS(=O)(=O)NCc1ccc2c(c1)C[C@@H](C(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)O2,CYP2d6_ic50
7.4,O=C(CCN1CCC(Cc2c[nH]cn2)CC1)Nc1ccc(Cl)cc1,CYP2d6_ic50
7,O=C(CCN1CCC(Cc2c[nH]cn2)CC1)Nc1cccc(F)c1,CYP2d6_ic50
5.39,CN(C(=O)CNc1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
5.05,CCCS(=O)(=O)Nc1ccc(NCC(=O)N(C)[C@H](CN2CC[C@H](O)C2)c2ccccc2)cc1,CYP2d6_ic50
5.82,CN(C(=O)CNc1ccccc1CNS(C)(=O)=O)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
5.06,CN(C(=O)CNc1cccc(CNS(C)(=O)=O)c1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
5.1,CN(C(=O)CNc1ccc(CNS(C)(=O)=O)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
6.17,CN(CC(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)c1ccc(C#N)cc1,CYP2d6_ic50
6.52,CC(=O)N(CC(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)c1ccccc1,CYP2d6_ic50
6.28,CN(CC(=O)N(C)[C@H](CN1CC[C@H](O)C1)c1ccccc1)c1ccccc1,CYP2d6_ic50
6.29,CN(C(=O)CNc1ccccc1C#N)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
5.52,CN(C(=O)CNc1cccc(C#N)c1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
5.6,CN(C(=O)CNc1ccc(C#N)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
5.47,CN(C(=O)CNc1ccc([N+](=O)[O-])cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
6.12,CN(C(=O)CNc1ccc(Cl)c(Cl)c1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
6.72,CN(C(=O)CNc1ccc(C(F)(F)F)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
7.52,c1ccc(OCCCN2CCC(Cc3c[nH]cn3)CC2)cc1,CYP2d6_ic50
5.05,O=C(CCN1CCC(Cc2c[nH]cn2)CC1)Nc1ccc(CN2CCCCC2)cc1,CYP2d6_ic50
5.7,O=C(Nc1nccs1)N1CCC(Cc2c[nH]cn2)CC1,CYP2d6_ic50
5.22,O=C(Nc1ncccn1)N1CCC(Cc2c[nH]cn2)CC1,CYP2d6_ic50
5.7,O=C(c1ccc(OCCCN2CCC(Cc3c[nH]cn3)CC2)nc1)N1CCCCC1,CYP2d6_ic50
5.52,c1nc(CC2CCN(CCCOc3ccc(CN4CCCCC4)nc3)CC2)c[nH]1,CYP2d6_ic50
4.52,O=C(CCOc1ccc(C(=O)N2CCNCC2)cc1)N1CCC(Cc2c[nH]cn2)CC1,CYP2d6_ic50
5.52,O=C(CCc1ccc(CN2CCCCC2)cc1)N1CCC(Cc2c[nH]cn2)CC1,CYP2d6_ic50
6,O=C(CCOc1ccc(CN2CCCCC2)cc1)N1CCC(Cc2c[nH]cn2)CC1,CYP2d6_ic50
4.92,Nc1ncc(-c2ccc(OCCCN3CCC(Cc4c[nH]cn4)CC3)cc2)cn1,CYP2d6_ic50
5.7,c1cnc2ccc(OCCCN3CCC(Cc4c[nH]cn4)CC3)cc2c1,CYP2d6_ic50
6.52,c1cncc(-c2ccc(OCCCN3CCC(Cc4c[nH]cn4)CC3)cc2)c1,CYP2d6_ic50
5.22,c1cnc(-c2ccc(OCCCN3CCC(Cc4c[nH]cn4)CC3)cc2)nc1,CYP2d6_ic50
5.4,c1ncc(-c2ccc(OCCCN3CCC(Cc4c[nH]cn4)CC3)cc2)cn1,CYP2d6_ic50
6.05,c1nc(CC2CCN(CCCOc3ccc(NC4CCCCC4)cc3)CC2)c[nH]1,CYP2d6_ic50
6,c1nc(CC2CCN(CCCOc3ccc(N4CCCCC4)cc3)CC2)c[nH]1,CYP2d6_ic50
5.7,c1cc(OCCCN2CCC(Cc3c[nH]cn3)CC2)cc(OC2CCCCC2)c1,CYP2d6_ic50
6.52,c1nc(CC2CCN(CCCOc3ccc(OC4CCCCC4)cc3)CC2)c[nH]1,CYP2d6_ic50
5.22,FC1(F)CCN(Cc2ccc(OCCCN3CCC(Cc4c[nH]cn4)CC3)cc2)CC1,CYP2d6_ic50
5.22,CCN(CC)Cc1ccc(OCCCN2CCC(Cc3c[nH]cn3)CC2)cc1,CYP2d6_ic50
5.52,c1nc(CC2CCN(CCOc3ccc(CN4CCCCC4)cc3)CC2)c[nH]1,CYP2d6_ic50
5.52,c1cc(CN2CCCCC2)cc(OCCCN2CCC(Cc3c[nH]cn3)CC2)c1,CYP2d6_ic50
4.85,c1nc(CC2CCN(CCCOc3ccc(CN4CCCCC4)cc3)CC2)c[nH]1,CYP2d6_ic50
6,c1nc(CC2CCN(CCCOc3ccc(CCN4CCCCC4)cc3)CC2)c[nH]1,CYP2d6_ic50
5.3,O=C1CCCCN1Cc1ccc(OCCCN2CCC(Cc3c[nH]cn3)CC2)cc1,CYP2d6_ic50
5.7,O=C(c1ccc(OCCCN2CCC(Cc3c[nH]cn3)CC2)cc1)N1CCCCC1,CYP2d6_ic50
4.6,Nc1c(C(=O)c2cccc(OC[C@@H](O)CO)c2)cnn1-c1ccc(F)cc1,CYP2d6_ic50
4.57,Cc1cccc(-c2nn3c(c2-c2ccc4[nH]cnc4c2)CCC3)n1,CYP2d6_ic50
4.08,CCc1ccccc1C1(Br)C(=O)c2ccccc2C1=O,CYP2d6_ic50
4.82,Cn1ccnc1C(O)C=C(c1ccccc1)c1ccccc1,CYP2d6_ic50
0,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,CYP2d6_ic50
0,Nc1ccccc1-c1nc(N)c2ccccc2n1,CYP2d6_ic50
4.4,Cc1ccc2c(c1)C(n1cccc1)c1cccnc1CC2,CYP2d6_ic50
5.92,Fc1ccc(C(OCCN2CCC(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,CYP2d6_ic50
4.22,C[N+]1(C)C2CCC1CC(OC1c3ccccc3C=Cc3ccccc31)C2,CYP2d6_ic50
6.58,c1ccc(CCNCCC2c3ccccc3Sc3ccccc32)cc1,CYP2d6_ic50
6.82,CC(Cc1ccccc1)NC1CC2c3ccccc3CCc3cccc1c32,CYP2d6_ic50
4.22,O=C1c2ccccc2C(O)C1C1c2ccccc2C=Cc2ccccc21,CYP2d6_ic50
5.24,CCCCCCCCCCCc1cccn1C1c2ccccc2CCc2ccccc21,CYP2d6_ic50
6.68,CC1C2C=C(C=C3c4ccccc4CCc4ccccc43)CC1CC2,CYP2d6_ic50
7.22,CN(C)CCC1(O)c2ccccc2CCc2ccc3ccccc3c21,CYP2d6_ic50
4.22,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,CYP2d6_ic50
4.21,CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)NC(C)C)c1ccc2occc2c1,CYP2d6_ic50
4.68,CCc1coc2ccc(N3C[C@@]4(CN5CCC4CC5)OC3=O)cc12,CYP2d6_ic50
5.05,O=C1O[C@@]2(CN3CCC2CC3)CN1c1ccc(Br)s1,CYP2d6_ic50
5.7,O=C1O[C@]2(CN3CCC2CC3)CN1c1ccc(Cl)s1,CYP2d6_ic50
5.8,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(F)c2)CC1,CYP2d6_ic50
5.44,O=C(N[C@H]1CN2CCC1CC2)c1ccc2occc2c1,CYP2d6_ic50
4.9,CC[C@H](N)C(=O)N[C@H](C#N)Cc1ccc(-c2ccccc2)cc1,CYP2d6_ic50
6.3,Cl.Clc1ccccc1CC(c1ccccc1)N1CCNCC1,CYP2d6_ic50
5,CCOc1ccccc1C[C@@H](c1ccccc1)N1CCNCC1.Cl,CYP2d6_ic50
7.26,CC1CCC(N[C@@H]2CCN(C(=O)N3CC[C@H](N(C)C(=O)c4ccc(-c5ccc(C(F)(F)F)cc5)cc4)C3)C2)CC1,CYP2d6_ic50
5.7,CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@H]1CCN(C(=O)N2CC[C@@H](NCCCc3ccccc3)C2)C1,CYP2d6_ic50
5.48,CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1)[C@H]1CCN(C(=O)N2CC[C@@H](NCCC(C)(C)c3ccc(Cl)cc3)C2)C1,CYP2d6_ic50
5.5,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCC(C)(C)CC5)C4)C3)s2)cc1,CYP2d6_ic50
4.61,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](N[C@@H](C)COC)C4)C3)cc2)cc1,CYP2d6_ic50
5.37,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](N[C@@H](C)C(C)C)C4)C3)cc2)cc1,CYP2d6_ic50
4.98,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](N5CCCCC5)C4)C3)cc2)cc1,CYP2d6_ic50
5.29,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCOCC5)C4)C3)s2)cc1,CYP2d6_ic50
4.73,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC)C4)C3)s2)cc1,CYP2d6_ic50
5.24,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NCC5CCOCC5)C4)C3)s2)cc1,CYP2d6_ic50
4.81,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC(C)C)C4)C3)cc2)cc1,CYP2d6_ic50
5.04,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC(C)C)C4)C3)s2)cc1,CYP2d6_ic50
5.58,CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCCC5)C4)C3)s2)cc1,CYP2d6_ic50
5.64,CN(C(=O)c1ccc(-c2ccccc2)s1)[C@H]1CCN(C(=O)N2CC[C@@H](NC3CCC(C)(C)CC3)C2)C1,CYP2d6_ic50
4.9,CCOc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCC(C)(C)CC5)C4)C3)s2)cc1,CYP2d6_ic50
6.05,CN(C(=O)c1ccc(-c2ccc(C(F)(F)F)cc2)s1)[C@H]1CCN(C(=O)N2CC[C@@H](NC3CCC(C)(C)CC3)C2)C1,CYP2d6_ic50
5.35,COc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCC(C)(C)CC5)C4)C3)s2)c(C)c1,CYP2d6_ic50
5.35,CN(C(=O)c1ccc(-c2ccc3c(c2)OCCO3)s1)[C@H]1CCN(C(=O)N2CC[C@@H](NC3CCC(C)(C)CC3)C2)C1,CYP2d6_ic50
5.46,Cc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCC(C)(C)CC5)C4)C3)s2)cc1,CYP2d6_ic50
5.25,COc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCC(C)(C)CC5)C4)C3)s2)cc1,CYP2d6_ic50
4.77,CC(C)N1CCN(C(=O)N2CCC(NC(=O)C3CCCC3)CC2)CC1,CYP2d6_ic50
5.16,CC(C)N1CCN(C(=O)N2CCC(C(C)(C)C)CC2)CC1,CYP2d6_ic50
0,O=C(O)c1c(O)c(-c2ccc(Cl)cc2)nc2c(-c3ccccc3)cccc12,CYP2d6_ic50
4.77,Cc1ccc2c(C(=O)O)c(O)c(-c3ccc(Cl)cc3)nc2c1C,CYP2d6_ic50
4.82,O=C(OCc1ccccc1)N1CCC(CNc2ccncc2)CC1,CYP2d6_ic50
5.89,O=C(OCc1ccccc1)N1CCC(CNc2ccncn2)CC1,CYP2d6_ic50
5.77,O=C(OCc1ccccc1)N1CCC(CNc2cnccn2)CC1,CYP2d6_ic50
5.77,O=C(OCc1ccccc1)N1CCC(CNc2cccnc2)CC1,CYP2d6_ic50
5.33,O=C1NC(c2ccc(F)cc2)(c2ccc(F)cc2)CN1C1CCN(Cc2ccccc2)CC1,CYP2d6_ic50
5.28,O=C1NC(c2ccc(F)cc2)(c2ccc(F)cc2)CN1C1CCN(Cc2cccc(Cl)c2)CC1,CYP2d6_ic50
4.92,O=C1NC(c2ccc(F)cc2)(c2ccc(F)cc2)CN1C1CCN(Cc2cccc(F)c2)CC1,CYP2d6_ic50
5.82,O=C(NCc1ccc(F)cc1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,CYP2d6_ic50
4.35,O=C(NCC1CCOCC1)c1cnc(Nc2cc(F)cc(F)c2)nc1C(F)(F)F,CYP2d6_ic50
4.57,O=C(NCC1CCOCC1)c1cnc(Nc2cc(Cl)cc(Cl)c2)nc1C(F)(F)F,CYP2d6_ic50
4.89,O=C(NCC1(O)CCCCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,CYP2d6_ic50
4.66,O=C(NCC1CCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,CYP2d6_ic50
4.29,O=C(NCC1CCOCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,CYP2d6_ic50
5.8,CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(C)CC3)cc1,CYP2d6_ic50
5.82,CN1CCc2ccc(NS(=O)(=O)c3ccc(-c4ccc(Cl)cc4)cc3)cc2CC1,CYP2d6_ic50
4.72,CC(C)Nc1cc2c(cc1NS(=O)(=O)c1ccc(-c3ccc(Cl)cc3)cc1)CCN(C)CC2,CYP2d6_ic50
4.6,Cc1cccc(C)c1-c1cc(C)c2nc(Nc3ccc(OCCN4CCCC4)cc3)nnc2c1,CYP2d6_ic50
4.48,Cc1cc(-c2c(Cl)cccc2Cl)cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12,CYP2d6_ic50
5.28,CN(C(=O)CC(=O)Nc1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
5.47,CN(C(=O)CCC(=O)Nc1nccs1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
6.16,CN(C(=O)CC(=O)Nc1nccs1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
5.29,CN(C(=O)NCC(=O)Nc1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
5.07,CN(C(=O)CCC(=O)Nc1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
5.27,CN(C(=O)CC(=O)Nc1ccc(CNS(C)(=O)=O)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
5,CN(C(=O)CC(=O)Nc1ccc(NS(C)(=O)=O)cc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
5.5,CN(C(=O)CC(=O)NCc1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,CYP2d6_ic50
5.24,Cc1cc(-n2ccnc2)cc2nc(-c3c(NCc4ccccn4)cc[nH]c3=O)[nH]c12,CYP2d6_ic50
6.25,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(N[C@H](CO)Cc4ccccc4)cc[nH]c3=O)nc12,CYP2d6_ic50
6.02,N[C@H]1CN(c2ccncn2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,CYP2d6_ic50
5.06,Cc1nnc2ccc(N3CC[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)nn12.O=C(O)C(F)(F)F,CYP2d6_ic50
4.79,Cc1cc(=O)n2nc(N3CC[C@H](c4cc(F)c(F)cc4F)[C@@H](N)C3)ccc2n1.O=C(O)C(F)(F)F,CYP2d6_ic50
4.26,N[C@H]1CN(c2ccc3nc(=O)ccn3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,CYP2d6_ic50
4.69,N[C@H]1CN(c2ccn3cnnc3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,CYP2d6_ic50
7,N[C@H]1CN(c2ccc3nc(C(F)(F)F)nn3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,CYP2d6_ic50
4.94,N[C@H]1CN(c2cnc3nccnc3n2)CC[C@@H]1c1cc(F)c(F)cc1F.O=C(O)C(F)(F)F,CYP2d6_ic50
5.18,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(-c2cccnc2)c(F)c1,CYP2d6_ic50
5.21,CCN1CCC[C@H](Cn2c(-c3ccccc3C)nc3ccc(-c4ccc(Cl)cc4)cc3c2=O)C1,CYP2d6_ic50
4.68,CC(C)N1CCC[C@H](Cn2cnc3ccc(Oc4ccc(F)cc4)cc3c2=O)C1,CYP2d6_ic50
4.89,Cc1nc2ccc(Oc3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,CYP2d6_ic50
5.14,CC(C)c1nc2ccc(Oc3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,CYP2d6_ic50
7.05,Cc1ccccc1-c1nc2ccc(Oc3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,CYP2d6_ic50
6.7,CC(C)N1CCC[C@H](Cn2cnc3ccc(-c4ccc(Cl)cc4)cc3c2=O)C1,CYP2d6_ic50
5.02,Cc1nc2ccc(-c3ccc(Cl)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,CYP2d6_ic50
5.2,CC(C)c1nc2ccc(-c3ccc(Cl)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,CYP2d6_ic50
6.82,CC(C)c1nc2ccc(-c3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,CYP2d6_ic50
4,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,CYP2d6_ic50
4.76,COc1ccc(CN2CCN(c3ccc(NC(=O)c4cc(OC)c(OC)cc4NC(=O)c4cnc5ccccc5c4)cc3)CC2)cc1OC,CYP2d6_ic50
5.07,CN(C(=O)N1CC[C@H](n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)C1)[C@H]1CCN(CCCc2ccccc2)C1,CYP2d6_ic50
4.65,CN(C(=O)N1CC[C@H](n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)C1)[C@H]1CCN(C2CCOCC2)C1,CYP2d6_ic50
5.47,CN(C(=O)N1CC[C@H](n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)C1)[C@H]1CCN(C2CCC(C)(C)CC2)C1,CYP2d6_ic50
4.96,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3cccc(C)c3)CN1CC2,CYP2d6_ic50
6.37,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC(F)(F)F)C(=O)[C@](C)(c1cc(F)cc(F)c1)O2,CYP2d6_ic50
4.69,CCOCCCN1C(=O)C(C)(c2cc(F)cc(F)c2)Oc2ccc(-c3c(N)nc(N)nc3CC)cc21,CYP2d6_ic50
5.49,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,CYP2d6_ic50
4.55,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC#N)C(=O)C(C)(c1cc(F)cc(F)c1)O2,CYP2d6_ic50
4.82,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNS(C)(=O)=O)C(=O)C(C)(c1cc(F)cc(F)c1)O2,CYP2d6_ic50
5.72,CCNC(=O)CN1C(=O)C(C)(c2cc(F)cc(F)c2)Oc2ccc(-c3c(N)nc(N)nc3CC)cc21,CYP2d6_ic50
5.16,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCCO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,CYP2d6_ic50
4.52,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,CYP2d6_ic50
4.52,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1cc(F)cc(F)c1)O2,CYP2d6_ic50
5.2,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(c1cc(F)cc(F)c1)O2,CYP2d6_ic50
4.72,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1ccc(Cl)cc1)O2,CYP2d6_ic50
5.24,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(c1ccc(F)c(F)c1)O2,CYP2d6_ic50
5.48,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(CC)(c1cc(F)cc(F)c1)O2,CYP2d6_ic50
4.92,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(CC)(CC)O2,CYP2d6_ic50
5.09,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(CC)O2,CYP2d6_ic50
4.62,CC(=O)N1CCC(C(=O)N2C[C@H](C(=O)N(C)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccccc3)C2)CC1,CYP2d6_ic50
4.2,CC(=O)N1CCC(C(=O)N2C[C@H](c3noc(C(C)(C)c4cc(C(F)(F)F)cc(C(F)(F)F)c4)n3)[C@@H](c3ccc(F)cc3C)C2)CC1,CYP2d6_ic50
4.14,Cc1cnc(C(=O)N2C[C@H](C(=O)N(C)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)cn1,CYP2d6_ic50
4.24,CC(=O)N1CCC(C(=O)N2C[C@H](C(=O)N(C)C(C)(C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,CYP2d6_ic50
4.04,CC(=O)N1CCC(C(=O)N2C[C@H](C(=O)N(C)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H](c3ccc(F)cc3C)C2)CC1,CYP2d6_ic50
5,CN(C)c1ccc(-c2nc3c(N4CCN(CC(=O)Nc5nccs5)CC4)c(Cl)cnc3[nH]2)cc1,CYP2d6_ic50
0,NCCc1cn(S(=O)(=O)c2c(Cl)nc3sccn23)c2ccccc12,CYP2d6_ic50
4.39,N#Cc1ccc(C(=O)N2CCN(c3ccc(OC4CCN(C5CCC5)CC4)cc3)C(=O)C2)cc1.O=CO,CYP2d6_ic50
4.11,Cl.N#Cc1ccc(C(=O)N2CCN(c3ccc(OCCCN4CCCCC4)cc3)C(=O)C2)cc1,CYP2d6_ic50
5.37,NCC1CCC(CNc2nc(NCc3ccccc3Cl)ncc2[N+](=O)[O-])CC1,CYP2d6_ic50
5.77,CN(C)CC1CCC(CNc2nc(NCc3ccccc3Cl)ncc2[N+](=O)[O-])CC1,CYP2d6_ic50
5.33,CSc1ccccc1CNc1ncc([N+](=O)[O-])c(NCC2CCC(CN)CC2)n1,CYP2d6_ic50
4,CCc1ccccc1N(CC(=O)NCc1ccc(Cl)cc1)S(=O)(=O)c1ccc(C)cc1,CYP2d6_ic50
7.52,Clc1cccc(CN(CC2CC2)[C@H]2CCNC2)c1Cl,CYP2d6_ic50
5.17,Fc1ccc(CN(C2CCOCC2)[C@H]2CCNC2)c(F)c1F,CYP2d6_ic50
7,c1ccc(-c2ccccc2CN(C2CCOCC2)[C@H]2CCNC2)cc1,CYP2d6_ic50
4.52,FC(F)(F)c1ccccc1CN(C1CCOCC1)[C@H]1CCNC1,CYP2d6_ic50
4.52,Cc1ccccc1CN(C1CCOCC1)[C@H]1CCNC1,CYP2d6_ic50
4.52,Fc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C(F)(F)F,CYP2d6_ic50
5.09,COc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C,CYP2d6_ic50
5.26,Cc1c(CN(C2CCOCC2)[C@H]2CCNC2)cccc1C(F)(F)F,CYP2d6_ic50
4.8,Cc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1Cl,CYP2d6_ic50
5.23,Cc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C,CYP2d6_ic50
5.03,Cc1cccc(CN(C2CCOCC2)[C@@H]2CCNC2)c1C,CYP2d6_ic50
5.32,Clc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1Cl,CYP2d6_ic50
7,Clc1cccc(CN(Cc2ccccn2)[C@H]2CCNC2)c1Cl,CYP2d6_ic50
6.3,Clc1cccc(CN(Cc2ccccn2)[C@@H]2CCNC2)c1Cl,CYP2d6_ic50
7.01,NC1CN(c2cc(-c3ccsc3)ncn2)CC1c1cc(F)c(F)cc1F,CYP2d6_ic50
5.96,Cl.NC1CN(c2cc(-c3ccsc3)ncn2)CC1c1cc(F)c(F)cc1F,CYP2d6_ic50
4.85,Cc1ccc2c(OCCN3CCN(Cc4ccc5c(c4)N(CCc4ccccc4)C(=O)CO5)CC3)cccc2n1,CYP2d6_ic50
4.82,Cc1ccc2c(OCCN3CCN(Cc4ccc5c(c4)N(Cc4ccccc4)C(=O)CO5)CC3)cccc2n1,CYP2d6_ic50
5.46,CC(C(O)c1ccc(O)c(Cl)c1)N1CCC(O)(c2ccc(F)cc2)CC1,CYP2d6_ic50
5.41,Cc1cc(O)ccc1C(O)C(C)N1CCC(O)(c2ccc(F)cc2)CC1,CYP2d6_ic50
5.08,CC(C(O)c1ccc(O)c(-c2ccccc2)c1)N1CCC(O)(c2ccc(F)cc2)CC1,CYP2d6_ic50
4.96,CC(C(O)c1ccc2[nH]c(=O)oc2c1)N1CCC(O)(c2ccc(F)cc2)CC1,CYP2d6_ic50
5.1,O=C(C1CCN(c2ccncc2)CC1)N1CC[C@@H](CNS(=O)(=O)/C=C/c2ccc(-c3ccc(Cl)s3)s2)C1,CYP2d6_ic50
7.52,CC(=O)c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)c1,CYP2d6_ic50
