pValue,smiles,data
5.98,Cc1cc([C@@H]2C(=O)c3ccc(O)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc(C)c1O,ERalpha_ic50
6.03,Oc1ccc([C@H]2[C@@H](c3ccc(OCCN4CCCCC4)cc3)Oc3cc(O)ccc3[C@@H]2O)cc1,ERalpha_ic50
9.1,C[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,ERalpha_ic50
8.62,C[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,ERalpha_ic50
9.1,C[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,ERalpha_ic50
8.85,C[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OC[C@H](C)N3CCCC3)cc2)[C@H]1c1ccc(O)cc1,ERalpha_ic50
8.67,Cc1cc(C)nc(N2CCN(c3ccc(C(=O)c4c(-c5ccc(O)cc5)sc5cc(O)ccc45)cc3)CC2)n1,ERalpha_ic50
8.85,CCCN1CCN(c2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)CC1,ERalpha_ic50
9.3,C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OC[C@H](C)N3CCCC3)cc2)[C@H]1c1ccc(O)cc1,ERalpha_ic50
7.35,C[C@H]1c2ccc(O)cc2O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,ERalpha_ic50
7.42,C[C@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,ERalpha_ic50
9.18,C[C@@H]1c2ccc(O)cc2O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,ERalpha_ic50
7.85,CC[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,ERalpha_ic50
8.85,C[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1,ERalpha_ic50
9.01,O=C(c1ccc(N2CCN(Cc3ccccc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ERalpha_ic50
9.07,O=C(c1ccc(N2CCN(C(=O)c3ccccc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ERalpha_ic50
8.58,O=C(c1ccc(N2CCN(C(=O)c3ccco3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ERalpha_ic50
8.56,Cc1ccc(C(=O)N2CCN(c3ccc(C(=O)c4c(-c5ccc(O)cc5)sc5cc(O)ccc45)cc3)CC2)cc1,ERalpha_ic50
9.34,O=C(c1ccc(N2CCN(C(=O)c3cccc(Cl)c3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ERalpha_ic50
9.11,O=C(c1ccc(N2CCN(C(=O)c3ccc(Cl)cc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ERalpha_ic50
9.1,C[C@H]1c2c(ccc(O)c2F)O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@@H]1c1ccc(O)cc1,ERalpha_ic50
8.86,O=C(c1ccc(N2CCN(C(=O)c3cccc(O)c3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ERalpha_ic50
8.52,O=C(c1ccc(N2CCN(C(=O)c3ccccc3O)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ERalpha_ic50
8.4,Cc1ccccc1C(=O)N1CCN(c2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)CC1,ERalpha_ic50
9.57,Cc1cccc(C(=O)N2CCN(c3ccc(C(=O)c4c(-c5ccc(O)cc5)sc5cc(O)ccc45)cc3)CC2)c1,ERalpha_ic50
8.82,C[C@H]1c2cc(O)ccc2O[C@H](c2ccc(OCCN3CCCC3)cc2)[C@@H]1c1ccc(O)cc1,ERalpha_ic50
9.05,C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OCCN3CCCC3)cc2)[C@H]1c1ccc(O)cc1,ERalpha_ic50
8.89,C[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,ERalpha_ic50
8.76,O=C(c1ccc(N2CCN(C(=O)c3ccccc3Cl)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ERalpha_ic50
7.84,O=C(c1ccc(N2CCN(C(=O)c3ccncc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ERalpha_ic50
8.67,O=C(c1ccc(N2CCN(C(=O)c3ccc([N+](=O)[O-])cc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ERalpha_ic50
9.66,O=C(c1ccc(N2CCN(c3ccc(Cl)cc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ERalpha_ic50
8.45,O=C(c1ccc(N2CCN(C(=O)c3ccccc3[N+](=O)[O-])CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ERalpha_ic50
9.37,O=C(c1ccc(N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ERalpha_ic50
9.55,CC(C)N1CCN(c2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)CC1,ERalpha_ic50
8.97,O=C(c1ccc(N2CCN(C3CCCC3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,ERalpha_ic50
8.89,C[C@@H]1CCN([C@@H](C)COc2ccc([C@@H]3Oc4ccc(O)cc4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,ERalpha_ic50
9.05,C[C@@H]1CCN([C@@H](C)COc2ccc([C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,ERalpha_ic50
8.6,C[C@H]1CCN([C@@H](C)COc2ccc([C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,ERalpha_ic50
8.82,C[C@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H](C)[C@@H]2c2ccc(O)cc2)cc1,ERalpha_ic50
9.52,C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OCCN3CCCCCC3)cc2)[C@H]1c1ccc(O)cc1,ERalpha_ic50
9.15,C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OC[C@H](C)N3CCC[C@H]3C)cc2)[C@H]1c1ccc(O)cc1,ERalpha_ic50
7.41,COc1ccc2c(c1)CO[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,ERalpha_ic50
7.89,COc1ccc2c(c1)CS[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,ERalpha_ic50
8.62,Oc1ccc2c(c1)CO[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,ERalpha_ic50
9.22,Oc1ccc2c(c1)CS[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,ERalpha_ic50
8.89,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,ERalpha_ic50
9.3,C[C@H]1CN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C[C@@H]1C,ERalpha_ic50
9.4,C[C@@H]1CN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C[C@H]1C,ERalpha_ic50
8.77,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCCN3CCCC3)cc2)cc1,ERalpha_ic50
8.89,C[C@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,ERalpha_ic50
9.15,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CC4C3)cc2)cc1,ERalpha_ic50
8.59,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCC3)cc2)cc1,ERalpha_ic50
8.52,C[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,ERalpha_ic50
9,C[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,ERalpha_ic50
9.15,C[C@@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,ERalpha_ic50
9.1,C[C@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,ERalpha_ic50
9.05,CC[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,ERalpha_ic50
8.96,CC[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,ERalpha_ic50
9.4,CC(C)[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,ERalpha_ic50
9.52,CC(C)[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,ERalpha_ic50
9,CC1(C)CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1,ERalpha_ic50
9.05,CC1(C)CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,ERalpha_ic50
9.15,C[C@@H]1CN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C[C@@H]1C,ERalpha_ic50
7.15,CN(C)c1cccc(N2CCc3cc(O)ccc3C2c2ccc(OCCN3CCCCC3)cc2)c1,ERalpha_ic50
9.3,CC[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,ERalpha_ic50
9.15,CC[C@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,ERalpha_ic50
9.15,CC(C)[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,ERalpha_ic50
9.3,CC(C)[C@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,ERalpha_ic50
9.15,CC(C)(COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1,ERalpha_ic50
8.6,C[C@@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,ERalpha_ic50
8.2,C[C@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,ERalpha_ic50
9.1,CC[C@@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,ERalpha_ic50
8.92,CC[C@H](CN1CCCC1)Oc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,ERalpha_ic50
6.75,Oc1ccc(-c2cc3cc(O)ccc3o2)cc1,ERalpha_ic50
8.82,Oc1ccc(-c2cc3cc(O)cc(Br)c3o2)cc1,ERalpha_ic50
7.92,Oc1cc(Br)c2oc(-c3ccc(O)c(F)c3)cc2c1,ERalpha_ic50
6.32,COc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,ERalpha_ic50
6,COc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,ERalpha_ic50
7.68,COc1cc(O)c(Br)c2cc(-c3ccc(O)cc3)oc12,ERalpha_ic50
6.47,COc1cc(O)c(Br)c2cc(-c3ccc(O)c(F)c3)oc12,ERalpha_ic50
9.22,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C4CCCC3CC4)cc2)cc1,ERalpha_ic50
9.22,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C4CCCC3CCC4)cc2)cc1,ERalpha_ic50
9.05,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C4CCC3CC4)cc2)cc1,ERalpha_ic50
9.15,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CC3CO4)cc2)cc1,ERalpha_ic50
8.89,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CCC3CC4)cc2)cc1,ERalpha_ic50
9.22,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CC5CC(C4)CC3C5)cc2)cc1,ERalpha_ic50
9.22,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@H]4C[C@H]43)cc2)cc1,ERalpha_ic50
9.3,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H]4C[C@@H]43)cc2)cc1,ERalpha_ic50
9.1,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CCC4C3)cc2)cc1,ERalpha_ic50
9.52,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C[C@H]4CCC[C@H]4C3)cc2)cc1,ERalpha_ic50
9,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C[C@H]4CCCC[C@H]4C3)cc2)cc1,ERalpha_ic50
8.92,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC4(CCCC4)CC3)cc2)cc1,ERalpha_ic50
9.4,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4(CCC4)C3)cc2)cc1,ERalpha_ic50
7.8,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC(F)(F)CC3)cc2)cc1,ERalpha_ic50
8.7,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC4(CC3)OCCO4)cc2)cc1,ERalpha_ic50
8.74,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC(O)CC3)cc2)cc1,ERalpha_ic50
8.66,OCC1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,ERalpha_ic50
8.14,OCCC1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,ERalpha_ic50
8.66,NC(=O)C1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,ERalpha_ic50
9.3,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H](F)C3)cc2)cc1,ERalpha_ic50
8.77,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC[C@@H](O)C3)cc2)cc1,ERalpha_ic50
8.7,OC[C@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,ERalpha_ic50
8.41,OC[C@@H]1CCCN1CCOc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1,ERalpha_ic50
8.82,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCSCC3)cc2)cc1,ERalpha_ic50
8.7,O=S1(=O)CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)CC1,ERalpha_ic50
8.6,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCC(F)CC3)cc2)cc1,ERalpha_ic50
6.09,C=Cc1c(Br)c(O)c(Br)c2nc(-c3ccc(O)c(F)c3)oc12,ERalpha_ic50
5.57,COc1cc(O)c(Br)c2nc(-c3ccc(O)c(F)c3)oc12,ERalpha_ic50
6.25,COc1c(Br)c(O)c(Br)c2nc(-c3ccc(O)c(F)c3)oc12,ERalpha_ic50
6.94,COc1cc(O)c(Cl)c2cc(-c3ccc(O)cc3)oc12,ERalpha_ic50
5.78,COc1cc(O)c(C#N)c2cc(-c3ccc(O)cc3)oc12,ERalpha_ic50
8.17,Oc1ccc(-c2cc3cc(O)cc(Cl)c3o2)cc1,ERalpha_ic50
6.94,Cc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,ERalpha_ic50
6.96,Cc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,ERalpha_ic50
5.94,N#CCc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,ERalpha_ic50
5.98,N#CCc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,ERalpha_ic50
6.68,N#CCc1cc(O)c(Br)c2cc(-c3ccc(O)cc3)oc12,ERalpha_ic50
6.2,N#CCc1cc(O)c(Cl)c2cc(-c3ccc(O)cc3)oc12,ERalpha_ic50
6.99,CC(=O)c1cc(O)cc2cc(-c3ccc(O)cc3)oc12,ERalpha_ic50
7.31,CCC(=O)c1cc(O)cc2cc(-c3ccc(O)cc3)oc12,ERalpha_ic50
6.58,O=Cc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,ERalpha_ic50
7.34,N#Cc1cc(O)cc2cc(-c3ccc(O)cc3)oc12,ERalpha_ic50
7.64,N#Cc1cc(O)cc2cc(-c3ccc(O)c(F)c3)oc12,ERalpha_ic50
6.11,Oc1ccc2cc(-c3nc4ccc(O)cc4o3)ccc2c1,ERalpha_ic50
7.09,Oc1ccc(-c2nc3ccc(O)cc3o2)c(O)c1,ERalpha_ic50
6.04,Oc1ccc(-c2nc3ccc(O)cc3o2)cc1,ERalpha_ic50
5.63,Oc1ccc2nc(-c3cccc(O)c3O)oc2c1,ERalpha_ic50
5.62,Oc1ccc2nc(-c3ccc(O)c(O)c3)oc2c1,ERalpha_ic50
5.07,Oc1ccc2nc(-c3ccc(O)c(F)c3)oc2c1,ERalpha_ic50
5.3,Oc1ccc2nc(-c3ccc(O)c(Cl)c3)oc2c1,ERalpha_ic50
5.56,Oc1ccc(-c2nc3cc(Cl)c(O)cc3o2)cc1,ERalpha_ic50
5.3,CC(C)(C)c1cc(-c2nc3ccc(O)cc3o2)ccc1O,ERalpha_ic50
5.21,CCCCOc1cc(-c2nc3ccc(O)cc3o2)ccc1O,ERalpha_ic50
5.91,Oc1ccc(-c2nc3cc(O)ccc3o2)cc1,ERalpha_ic50
5.8,Oc1ccc2oc(-c3ccc(O)c(F)c3)nc2c1,ERalpha_ic50
5.28,Oc1ccc2oc(-c3ccc(O)c(Cl)c3)nc2c1,ERalpha_ic50
6.86,Oc1ccc(-c2nc3cc(O)ccc3o2)c(Cl)c1,ERalpha_ic50
6.72,Oc1ccc(-c2nc3cc(O)ccc3o2)c(O)c1,ERalpha_ic50
6.33,Oc1ccc(-c2nc3cc(O)c(Cl)cc3o2)cc1,ERalpha_ic50
5.74,Oc1ccc(-c2nc3cc(O)c(Cl)cc3o2)cc1F,ERalpha_ic50
5.92,Oc1ccc(-c2nc3cc(O)c(Br)cc3o2)cc1F,ERalpha_ic50
5.29,Oc1ccc2oc(-c3cccc(O)c3O)nc2c1,ERalpha_ic50
5.59,COc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,ERalpha_ic50
6.81,Oc1ccc(-c2nc3cc(O)cc(Br)c3o2)cc1,ERalpha_ic50
6.58,Oc1cc(Br)c2oc(-c3ccc(O)c(F)c3)nc2c1,ERalpha_ic50
5.73,Oc1cc(Br)c2oc(-c3ccc(O)c(C(F)(F)F)c3)nc2c1,ERalpha_ic50
7.33,Oc1ccc(-c2nc3cc(O)cc(Br)c3o2)c(F)c1,ERalpha_ic50
7.36,Cc1cc(O)ccc1-c1nc2cc(O)cc(Br)c2o1,ERalpha_ic50
6.39,N#Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,ERalpha_ic50
5.84,N#Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,ERalpha_ic50
6.86,N#Cc1cc(O)cc2nc(-c3ccc(O)cc3F)oc12,ERalpha_ic50
5.53,Oc1ccc(-c2nc3cc(O)cc(CBr)c3o2)cc1,ERalpha_ic50
5.58,O=Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,ERalpha_ic50
5.11,CCOC(=O)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,ERalpha_ic50
5.02,NC(=O)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,ERalpha_ic50
6.27,CCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,ERalpha_ic50
6.41,CCCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,ERalpha_ic50
5.92,CC(C)c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,ERalpha_ic50
6.3,CCCCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,ERalpha_ic50
6.32,C#Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,ERalpha_ic50
6.14,C=CCc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,ERalpha_ic50
5.96,C=CCc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,ERalpha_ic50
7.01,C=CCc1cc(O)cc2nc(-c3ccc(O)cc3F)oc12,ERalpha_ic50
6.35,C=Cc1cc(O)cc2nc(-c3ccc(O)cc3)oc12,ERalpha_ic50
5.92,C=Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3)oc12,ERalpha_ic50
6.42,Oc1cc(/C=C\F)c2oc(-c3ccc(O)c(F)c3)nc2c1,ERalpha_ic50
6.11,C/C=C\c1cc(O)cc2nc(-c3ccc(O)cc3)oc12,ERalpha_ic50
5.33,Oc1ccc(-c2nc3cc(O)cc(/C=C\Br)c3o2)cc1,ERalpha_ic50
6.71,Oc1ccc(-c2nc3cc(O)cc(/C=C\Br)c3o2)c(F)c1,ERalpha_ic50
6.27,C/C=C\c1cc(O)cc2nc(-c3ccc(O)cc3F)oc12,ERalpha_ic50
6.64,C=Cc1cc(O)cc2nc(-c3ccc(O)cc3F)oc12,ERalpha_ic50
6.32,C=Cc1cc(O)cc2nc(-c3ccc(O)c(F)c3F)oc12,ERalpha_ic50
6.6,C=Cc1cc(O)cc2nc(-c3c(F)cc(O)cc3F)oc12,ERalpha_ic50
5.39,C=Cc1cc(O)cc2nc(-c3cc(F)c(O)cc3F)oc12,ERalpha_ic50
5.95,C=Cc1cc(O)cc2nc(-c3ccc(O)cc3C)oc12,ERalpha_ic50
5.89,Oc1ccc(-c2nc3cc(O)cc(-c4ccccc4)c3o2)cc1,ERalpha_ic50
6.09,Oc1ccc(-c2nc3cc(O)cc(-c4ccco4)c3o2)cc1,ERalpha_ic50
5.7,Oc1cc(-c2ccco2)c2oc(-c3ccc(O)c(F)c3)nc2c1,ERalpha_ic50
5.99,Oc1ccc(-c2nc3cc(O)cc(-c4cccs4)c3o2)cc1,ERalpha_ic50
5.87,Oc1ccc(-c2nc3cc(O)cc(-c4nccs4)c3o2)cc1,ERalpha_ic50
6,Oc1ccc(-c2nc3cc(O)cc(C4CCCC4)c3o2)cc1,ERalpha_ic50
5.99,C=Cc1cc(O)c(Br)c2nc(-c3ccc(O)c(F)c3)oc12,ERalpha_ic50
7.62,Oc1ccc(-c2noc3cc(O)ccc23)c(O)c1,ERalpha_ic50
5.21,Oc1ccc(-c2noc3ccccc23)c(O)c1,ERalpha_ic50
5.52,Oc1ccc2c(-c3ccccc3O)noc2c1,ERalpha_ic50
6.09,Oc1ccc(-c2noc3cc(O)ccc23)cc1,ERalpha_ic50
5.39,Oc1ccc(-c2noc3ccc(O)cc23)c(O)c1,ERalpha_ic50
6.09,Oc1ccc(-c2noc3ccc(O)cc23)cc1,ERalpha_ic50
6.56,Oc1ccc2c(-c3ccc(O)c(Cl)c3)noc2c1,ERalpha_ic50
6.58,N#Cc1cc(O)ccc1-c1noc2cc(O)ccc12,ERalpha_ic50
6.74,Oc1ccc2c(-c3ccc(O)c(Br)c3)noc2c1,ERalpha_ic50
6.79,Oc1ccc2c(-c3ccc(O)c(F)c3)noc2c1,ERalpha_ic50
6.37,Cc1cc(-c2noc3cc(O)ccc23)ccc1O,ERalpha_ic50
6.32,Cc1cc(O)ccc1-c1noc2cc(O)ccc12,ERalpha_ic50
7.3,CCCc1cc(O)ccc1-c1noc2cc(O)ccc12,ERalpha_ic50
6.68,CCCc1cc(-c2noc3cc(O)ccc23)ccc1O,ERalpha_ic50
6.29,Cc1c(O)ccc(-c2noc3cc(O)ccc23)c1O,ERalpha_ic50
6.14,N#CCc1cc(O)ccc1-c1noc2cc(O)ccc12,ERalpha_ic50
5.62,O/N=C/c1cc(O)ccc1-c1noc2cc(O)ccc12,ERalpha_ic50
7.52,Oc1ccc2c(-c3cc(Br)c(O)cc3O)noc2c1,ERalpha_ic50
7.48,Oc1ccc2c(-c3cc(Cl)c(O)cc3O)noc2c1,ERalpha_ic50
7.19,Cc1cc(-c2noc3cc(O)ccc23)c(O)cc1O,ERalpha_ic50
7.89,CCCc1cc(-c2noc3cc(O)ccc23)c(CC)cc1O,ERalpha_ic50
7.66,CCCc1cc(-c2noc3cc(O)ccc23)c(CCC)cc1O,ERalpha_ic50
8.1,Oc1ccc2cc(-c3noc4cc(O)ccc34)ccc2c1,ERalpha_ic50
7.62,Oc1ccc2c(-c3ccc4c(O)cccc4c3)noc2c1,ERalpha_ic50
6.44,Oc1ccc2c(-c3ccc4c(Br)c(O)ccc4c3)noc2c1,ERalpha_ic50
6.33,Oc1ccc2cc(-c3noc4ccc(O)cc34)ccc2c1,ERalpha_ic50
7.31,Oc1ccc2c(-c3noc4cc(O)ccc34)cccc2c1,ERalpha_ic50
8.22,Oc1ccc2c(-c3cccc4c(O)cccc34)noc2c1,ERalpha_ic50
5.76,Oc1ccc2c(-c3cccc4ccc(O)cc34)noc2c1,ERalpha_ic50
6.93,Oc1ccc2nc(-c3cccc4c(O)cccc34)oc2c1,ERalpha_ic50
7.46,Oc1ccc2c(-c3nc4ccc(O)cc4o3)cccc2c1,ERalpha_ic50
5.72,Oc1ccc2nc(-c3ccc(O)c4ccccc34)oc2c1,ERalpha_ic50
5.73,Oc1ccc2nc(-c3cccc4ccccc34)oc2c1,ERalpha_ic50
6.43,Oc1ccc2nc(-c3cccc4c(Br)c(O)ccc34)oc2c1,ERalpha_ic50
6.36,Oc1ccc2c(-c3nc4cc(F)c(O)cc4o3)cccc2c1,ERalpha_ic50
6.82,Oc1ccc2c(-c3nc4cc(O)ccc4o3)cccc2c1,ERalpha_ic50
6.79,Cc1cc(O)c2cccc(-c3nc4ccc(O)cc4o3)c2c1,ERalpha_ic50
