pValue,ligand,data
5.2,CCc1cccc(C)c1CNc1cccn2c(C)c(C)nc12,CYP3a4_ic50
4.85,Cc1cccc(C)c1CNc1cc(C(=O)NCCO)cn2c(C)c(C)nc12,CYP3a4_ic50
5.41,CCc1cccc(C)c1CNc1cc(C(N)=O)cn2c(C)c(C)nc12,CYP3a4_ic50
5.11,Cc1nc2c3c(c(-n4ccccc4=O)cn2c1C)CC[C@@H](c1ccccc1)N3,CYP3a4_ic50
4.21,Cc1nc2c(N[C@@H]3c4ccccc4C[C@H]3O)cc(-n3ccccc3=O)cn2c1C,CYP3a4_ic50
5.89,C[C@H](Nc1c(Nc2ccncc2)c(=O)c1=O)c1ccccc1,CYP3a4_ic50
5.07,NC(=O)C(Nc1c(Nc2ccncc2)c(=O)c1=O)c1ccccc1,CYP3a4_ic50
4.4,C[C@H](Nc1c(Nc2ccn[nH]2)c(=O)c1=O)c1ccccc1,CYP3a4_ic50
6.52,Cc1cc(-c2ncsc2Cl)c2cccc(OCc3c(C)ccnc3Cn3cccc(C(F)(F)F)c3=O)c2n1,CYP3a4_ic50
5.42,Cc1cc(-c2[nH]ncc2C)c2cccc(OCc3c(C)ccnc3Cn3cccc(C(F)(F)F)c3=O)c2n1,CYP3a4_ic50
5.6,Cc1cc(-c2ccnn2C)c2cccc(OCc3c(C)ccnc3CNC(=O)C3CCCCC3)c2n1,CYP3a4_ic50
5.51,Cc1cc(-c2ccnn2C)c2cccc(OCc3c(C)ccnc3CNC(=O)C(C)C)c2n1,CYP3a4_ic50
5,Cc1ccc2c3c(ccc2n1)OC[C@H](CN1CCN(c2ccc4cc(C#N)ccc4n2)CC1)O3,CYP3a4_ic50
5,O=C(NC1CCc2ccccc2CC1)N1CCC(c2nc(-c3ccccn3)no2)CC1,CYP3a4_ic50
7.04,CCC(c1ccc(-c2ccc(O)c(Cl)c2)cc1)n1ccnc1,CYP3a4_ic50
0,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CYP3a4_ic50
5.52,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,CYP3a4_ic50
5.52,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,CYP3a4_ic50
0,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,CYP3a4_ic50
0,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,CYP3a4_ic50
0,CCCCOC(=O)C(=O)Nc1cccc(-c2nnn[nH]2)c1,CYP3a4_ic50
0,Cc1ncc[nH]1,CYP3a4_ic50
0,Oc1cccnc1,CYP3a4_ic50
5.03,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,CYP3a4_ic50
5.98,CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,CYP3a4_ic50
5.31,CC(C)(C(=O)c1cccnc1)c1cccnc1,CYP3a4_ic50
5.13,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,CYP3a4_ic50
4.6,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,CYP3a4_ic50
6.37,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,CYP3a4_ic50
0,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CYP3a4_ic50
0,Cn1ccnc1,CYP3a4_ic50
0,c1ccc(Nc2ccccn2)cc1,CYP3a4_ic50
5.21,S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1,CYP3a4_ic50
0,c1ccc2nc(COc3ccc(-c4n[nH]cc4Cc4ccncc4)cc3)ccc2c1,CYP3a4_ic50
4.73,Cc1cc2cc(/N=C(/NC#N)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,CYP3a4_ic50
8.85,CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(-c3nccs3)cc2)c2ccc(OCc3ccccn3)cc12,CYP3a4_ic50
8.33,CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(-c3cccnc3)cc2)c2ccc(OCc3ccccn3)cc12,CYP3a4_ic50
8.24,CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,CYP3a4_ic50
7.94,CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccccn3)cc12,CYP3a4_ic50
7.82,COc1ccc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OCc5ccccn5)ccc43)cc2)nn1,CYP3a4_ic50
5.16,CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1,CYP3a4_ic50
4.96,CN([C@H]1CCc2c(c3ccccn3c2CC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1,CYP3a4_ic50
4.66,O=C(c1ccccc1C(F)(F)F)N(CC1CCC1)[C@H]1CCNC1,CYP3a4_ic50
7.4,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(Cn1ccnc1)c1ccccc1,CYP3a4_ic50
6.5,CC(Cn1ccnc1)NC(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,CYP3a4_ic50
6.24,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(Cn1cncn1)c1ccccc1,CYP3a4_ic50
6.1,Cc1cc(C)n(CC(NC(=O)NC2CCN(Cc3ccn(-c4ccc(C(F)(F)F)cc4)c3)CC2)c2ccccc2)n1,CYP3a4_ic50
5.7,Cc1nccn1CC(NC(=O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)c1ccccc1,CYP3a4_ic50
5.6,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N1CCn2cccc2C1c1ccccc1,CYP3a4_ic50
5.49,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(Cc1cnccn1)c1ccccc1,CYP3a4_ic50
5.36,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(Cn1cccn1)c1ccccc1,CYP3a4_ic50
4.87,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccccc1)c1ncc[nH]1,CYP3a4_ic50
4.78,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(CN1CCOCC1)c1ccccc1,CYP3a4_ic50
4.69,O=C(NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)N[C@@H](CO)c1ccccc1,CYP3a4_ic50
4.14,Fc1ccc(Cn2c(N3CCC(n4ccnc4)CC3)nc3ccccc32)cc1,CYP3a4_ic50
5.16,C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,CYP3a4_ic50
5.8,Cc1c(NC(=O)OC[C@H]2COCCN2)cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,CYP3a4_ic50
5.82,Cc1cc(-c2csc(-c3cccc(O)c3)c2)ccc1O,CYP3a4_ic50
6.09,Oc1cccc(-c2ccc(-c3ccc(O)c(F)c3)s2)c1,CYP3a4_ic50
6.3,Cc1cc(-c2ccc(-c3cccc(O)c3)s2)ccc1O,CYP3a4_ic50
5.9,Cc1onc(-c2ccccc2Cl)c1C(=O)N(C)c1ccc(Cl)cc1,CYP3a4_ic50
5.9,Cc1ccc(N(C)C(=O)c2c(-c3ccccc3Cl)noc2C)cc1Cl,CYP3a4_ic50
5.3,CNCc1cc(=O)oc2cc(OCc3cccc(Cl)c3)ccc12.CS(=O)(=O)O,CYP3a4_ic50
5.36,N#Cc1cc(Cl)cc(Oc2cc(OCc3n[nH]c4nc(N)ccc34)cc(F)c2Cl)c1,CYP3a4_ic50
6.52,Cc1cc2cc(/N=C(/NC(=O)c3cccnc3)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,CYP3a4_ic50
6.05,Cc1cc2cc(N/C(=N\C(=O)c3ccc[n+]([O-])c3)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,CYP3a4_ic50
6.4,Cc1cc2cc(N/C(=N\C(=O)c3cncc(C(N)=O)c3)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,CYP3a4_ic50
5.16,Cc1ccc(C(=O)/N=C(\Nc2ccc3oc(C)cc3c2)N[C@H]2CCCCN(CC(=O)N3CCCC3)C2=O)cn1,CYP3a4_ic50
5.1,Cc1cc2cc(N/C(=N\C(=O)c3ccc(Cl)nc3)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,CYP3a4_ic50
4.06,Cc1cc2cc(N/C(=N\C(=O)c3ccc(C(=O)O)nc3)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,CYP3a4_ic50
4.75,Cc1cc2cc(N/C(=N\C(=O)c3ccc(C(N)=O)nc3)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,CYP3a4_ic50
4.75,CNC(=O)c1ccc(C(=O)/N=C(\Nc2ccc3oc(C)cc3c2)N[C@H]2CCCCN(CC(=O)N3CCCC3)C2=O)cn1,CYP3a4_ic50
4.41,Cc1cc2cc(N/C(=N\C(=O)c3ccc(C(=O)N(C)C)nc3)N[C@H]3CCCCN(CC(=O)N4CCCC4)C3=O)ccc2o1,CYP3a4_ic50
5.82,Cc1cn(Cc2ccc(Cl)cc2Cl)c2c(/C=C/C(=O)NS(=O)(=O)c3cc(Cl)c(Cl)s3)cc(F)cc12,CYP3a4_ic50
5.69,C[C@@H](NC(=O)C(C)(C)Nc1ccc(C(F)(F)F)cn1)[C@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1,CYP3a4_ic50
5.55,COc1cc2c(cc1OC)CN(C(=O)C13CC4CC(C1)CC(c1ccc(OCC(=O)Nc5cccc6cccnc56)cc1)(C4)C3)CC2,CYP3a4_ic50
5.42,COC(=O)c1ccccc1NC(=O)COc1ccc(C23CC4CC(CC(C(=O)N5CCc6cc(OC)c(OC)cc6C5)(C4)C2)C3)cc1,CYP3a4_ic50
6.09,COC(=O)c1cccc(NC(=O)COc2ccc(C34CC5CC(CC(C(=O)N6CCN(Cc7cccc(OC)c7)CC6)(C5)C3)C4)cc2)c1,CYP3a4_ic50
6.05,COC(=O)c1cccc(NC(=O)COc2ccc(C34CC5CC(CC(C(=O)N6CCN(Cc7ccc(OC)cc7)CC6)(C5)C3)C4)cc2)c1,CYP3a4_ic50
5.69,COC(=O)c1cccc(NC(=O)COc2ccc(C34CC5CC(CC(C(=O)N6CCN(Cc7ccc(C(F)(F)F)cc7)CC6)(C5)C3)C4)cc2)c1,CYP3a4_ic50
4.32,Cc1c[nH]c2c(Nc3cccc(Cl)c3)ncc(C(=O)N3CCOCC3)c12,CYP3a4_ic50
4.62,Cn1ccc2c(Nc3cccc(Cl)c3)ncc(C(=O)N3CCOCC3)c21,CYP3a4_ic50
4.5,COc1ccc2c(OCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,CYP3a4_ic50
4.54,COc1ccc2c(OCc3nnc4ccc(-c5cc(F)c(F)c(F)c5)nn34)ccnc2c1,CYP3a4_ic50
4.77,COc1ccc2c(OCc3nnc4ccc(-c5cc(C)ns5)nn34)ccnc2c1,CYP3a4_ic50
4.85,COc1ccc2c(O[C@@H](C)c3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,CYP3a4_ic50
4.75,COc1ccc2c(O[C@@H](C)c3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,CYP3a4_ic50
5.35,COc1ccc2c(SCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,CYP3a4_ic50
5.19,COc1ccc2c(OCc3nnc4ccc(-c5ccc(F)c(F)c5)nn34)ccnc2c1,CYP3a4_ic50
5.08,COc1ccc2c(OCc3nnc4ccc(-c5cc(F)cc(F)c5)nn34)ccnc2c1,CYP3a4_ic50
4.3,COc1ccc2c(NCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,CYP3a4_ic50
4.39,COc1cnc2c(NCc3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,CYP3a4_ic50
5.04,COc1cnc2c(NCc3nnc4ccc(-c5ccc(F)c(F)c5)nn34)ccnc2c1,CYP3a4_ic50
4.8,COc1cnc2c(NCc3nnc4ccc(-c5cc(F)c(F)c(F)c5)nn34)ccnc2c1,CYP3a4_ic50
4.54,COc1cnc2c(NCc3nnc4ccc(-c5cc(F)cc(F)c5)nn34)ccnc2c1,CYP3a4_ic50
4.58,COc1cnc2c(NCc3nnc4ccc(-c5cc(C)ns5)nn34)ccnc2c1,CYP3a4_ic50
5.43,COc1cccc(CNC(=O)CC2(C)CC3(CCCCC3)OO2)c1,CYP3a4_ic50
5.77,COc1cc(CNC(=O)CC2(C)CC3(CCCCC3)OO2)cc(OC)c1,CYP3a4_ic50
5.72,COc1cc(CNC(=O)CC2(C)CC3(CCCCC3)OO2)cc(OC)c1OC,CYP3a4_ic50
5.5,CC1(CC(=O)NCc2cccc(C(F)(F)F)c2)CC2(CCCCC2)OO1,CYP3a4_ic50
5.38,CC1(CC(=O)NCc2ccccc2OC(F)(F)F)CC2(CCCCC2)OO1,CYP3a4_ic50
5.54,CC1(CC(=O)NCc2ccc(OC(F)(F)F)cc2)CC2(CCCCC2)OO1,CYP3a4_ic50
5.31,CC1(CC(=O)NCc2cccc(Cl)c2)CC2(CCCCC2)OO1,CYP3a4_ic50
5.36,CC1(CC(=O)NCc2ccc(Br)cc2F)CC2(CCCCC2)OO1,CYP3a4_ic50
6,CC(C)(C)OC(=O)Nc1cccc(CCNC(=O)CC2(C)CC3(CCCCC3)OO2)c1,CYP3a4_ic50
5.72,CC1(CC(=O)NCc2ccccc2N)CC2(CCCCC2)OO1,CYP3a4_ic50
5.32,CN(C)c1ccc(CNC(=O)CC2(C)CC3(CCCCC3)OO2)cc1,CYP3a4_ic50
5.8,CC1(CC(=O)NCc2ccccc2N2CCCCC2)CC2(CCCCC2)OO1,CYP3a4_ic50
5.92,CC1(CC(=O)NCc2ccccc2Sc2ccccc2CO)CC2(CCCCC2)OO1,CYP3a4_ic50
5.58,CC1(CC(=O)NCc2ccc3c(c2)OCC3)CC2(CCCCC2)OO1,CYP3a4_ic50
4.75,C[C@H]1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1c[nH]c2ccncc12,CYP3a4_ic50
6,CC1(CC(=O)NCCNc2ccnc3cc(Cl)ccc23)CC2(CCCCC2)OO1,CYP3a4_ic50
6.2,Cc1occc1-c1ncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,CYP3a4_ic50
7,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1ccc2[nH]nc(C)c2c1,CYP3a4_ic50
6,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2c1,CYP3a4_ic50
5.3,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,CYP3a4_ic50
5.89,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c[nH]c3ccccc23)cc1-c1cc2c(C)n[nH]c2cn1,CYP3a4_ic50
6.1,Cc1n[nH]c2ncc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c(C#N)nc3-c3ccoc3)nc12,CYP3a4_ic50
6.2,Cc1nc(-c2ccoc2)c(-c2cnc3[nH]nc(C)c3n2)cc1OC[C@@H](N)Cc1c[nH]c2ccccc12,CYP3a4_ic50
5.5,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2ccccc2)cc1-c1cnc2[nH]nc(C)c2n1,CYP3a4_ic50
5.3,CCNc1nc(-c2ccoc2)c(-c2cnc3[nH]nc(C)c3n2)cc1OC[C@@H](N)Cc1ccccc1,CYP3a4_ic50
6.3,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c(Cl)[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,CYP3a4_ic50
5.8,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c(C#N)[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,CYP3a4_ic50
5.4,Cc1occc1-c1nc(N)c(OC[C@@H](N)Cc2c(C(N)=O)[nH]c3ccccc23)cc1-c1cnc2[nH]nc(C)c2n1,CYP3a4_ic50
5.01,NC[C@H]1CC[C@]2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,CYP3a4_ic50
4.78,COc1cnc(-c2ccc(Cn3c(CC(C)(C)C(=O)O)c(SC(C)(C)C)c4cc(OC[C@H]5Cc6ccccc6N5C(C)=O)ccc43)cc2)nc1,CYP3a4_ic50
6.4,FC(F)(F)c1ccccc1OC1CCN(c2ccc(-n3ccnc3)nn2)CC1,CYP3a4_ic50
7.3,Cc1[nH]nc2ccc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)cc12,CYP3a4_ic50
6.7,Cc1n[nH]c2ncc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)cc12,CYP3a4_ic50
7,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)nc12,CYP3a4_ic50
6.4,Cc1n[nH]c2ncc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)nc12,CYP3a4_ic50
5.89,Cc1n[nH]c2cnc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)nc12,CYP3a4_ic50
7.8,Cc1n[nH]c2cnc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)cc12,CYP3a4_ic50
6.4,O=C(N[C@@H](Cc1c[nH]c2ccc(O)cc12)c1cscn1)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1,CYP3a4_ic50
4.91,C[C@H](NC(=O)c1ccc2c(c1)nc(-c1ccoc1)n2C1CCCCC1)C(=O)Nc1ccc(/C=C/C(=O)O)cc1,CYP3a4_ic50
5.3,CCN1C[C@H]2C[C@@H](N(Cc3ccc(F)c(C(F)(F)F)c3)C(=O)c3cn(C)cn3)C[C@H]2C1,CYP3a4_ic50
5.1,CC(F)CN1C[C@H]2C[C@@H](N(Cc3cccc(OC(F)(F)F)c3)C(=O)c3cn(C)cn3)C[C@H]2C1,CYP3a4_ic50
5.06,Cn1cnc(C(=O)N(Cc2cccc(OC(F)(F)F)c2)[C@@H]2C[C@@H]3CN(CCC(F)(F)F)C[C@@H]3C2)c1,CYP3a4_ic50
5.09,Cn1cnc(C(=O)N(Cc2ccc(F)c(C(F)(F)F)c2)[C@@H]2C[C@H]3CNC[C@H]3C2)c1,CYP3a4_ic50
4.17,COc1c(C(C)(C)C)cc(C(=O)Cn2c(NCCCO)nc3cc(C)c(C)cc32)cc1C(C)(C)C,CYP3a4_ic50
4.07,Cc1cc2nc(NCCCO)n(CC(=O)c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)c2cc1C,CYP3a4_ic50
4.01,COCCCNc1nc2cc(C)c(C)cc2n1CC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,CYP3a4_ic50
5.52,Clc1ccc([C@@]2(COC3CCC3)[C@@H]3CNC[C@@H]32)cc1Cl,CYP3a4_ic50
5.4,Clc1ccc([C@@]2(COCC3CC3)[C@@H]3CNC[C@@H]32)cc1Cl,CYP3a4_ic50
4.87,COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc(CN(C)C)cc3)c2)cc1C,CYP3a4_ic50
5.23,N#Cc1ccc(NC(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CNCC4)c2)cc1,CYP3a4_ic50
5.09,COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc(CN(C)C)cc3)c2)cc1OC,CYP3a4_ic50
5.77,COc1ccc(C(=O)NCc2cccc(C(=O)Nc3ccc4c(c3)CN(C)CC4)c2)cc1OC,CYP3a4_ic50
5.4,COc1ccc(C(=O)NCc2cccc(C(=O)NCCc3ccncc3)c2)cc1OC,CYP3a4_ic50
5.52,Cc1cc(N2CCNCC2)cc2[nH]c(-c3c(NC[C@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,CYP3a4_ic50
5.46,Cc1cc(N2CCN(C)CC2)cc2[nH]c(-c3c(NC[C@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,CYP3a4_ic50
6.1,Cc1cc(N2CCN(CCF)CC2)cc2[nH]c(-c3c(NC[C@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,CYP3a4_ic50
4.75,Cc1cc(N2CC[C@H](N)C2)cc2[nH]c(-c3c(NC[C@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,CYP3a4_ic50
4.8,Cc1cc(N2CCC(NC(=O)OC(C)(C)C)CC2)cc2[nH]c(-c3c(NC[C@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,CYP3a4_ic50
6.3,Cc1cc(N2CCC(N3C[C@@H]4C[C@H]3CO4)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,CYP3a4_ic50
5.68,Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NCCn4cc(Cl)cn4)cc[nH]c3=O)nc12,CYP3a4_ic50
5.72,Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NCCc4ncn(C)c4Cl)cc[nH]c3=O)nc12,CYP3a4_ic50
6,COC(=O)N1CCN(C2CCN(c3cc(C)c4nc(-c5c(NCCn6cc(Cl)cn6)cc[nH]c5=O)[nH]c4c3)CC2)CC1,CYP3a4_ic50
6.16,COC(=O)N1CCN(C2CCN(c3cc(C)c4nc(-c5c(NCCc6ncn(C)c6Cl)cc[nH]c5=O)[nH]c4c3)CC2)CC1,CYP3a4_ic50
4.52,O=C(O)/C=C/c1ccc(NC(=O)C2(NC(=O)c3ccc4c(c3)nc(-c3ccoc3)n4C3CCCCC3)CCCC2)cc1,CYP3a4_ic50
4.52,O=C(O)/C=C/c1ccc(NC(=O)C2(NC(=O)c3ccc4c(c3)nc(-c3ccccn3)n4C3CCCCC3)CCCC2)cc1,CYP3a4_ic50
4.6,c1ccc(COc2ccc3cccnc3c2)cc1,CYP3a4_ic50
4.96,Cc1cccc(C)c1CNc1nc(N2CCOCC2=O)cc2c(C)c(C)n(CCO)c12,CYP3a4_ic50
5.8,Cc1cccc(C)c1CNc1nc(N2CCNC2=O)cc2c(C)c(C)[nH]c12,CYP3a4_ic50
5.66,Cc1cccc(C)c1CNc1nc(-c2cccc(=O)[nH]2)cc2c(C)c(C)[nH]c12,CYP3a4_ic50
4.66,Cc1cccc(C)c1CNc1nc(N2CCOCC2=O)cc2c(C)c(C)[nH]c12,CYP3a4_ic50
5.75,Cc1cccc(C)c1CNc1nc(N2CCCC2=O)cc2c(C)c(C)[nH]c12,CYP3a4_ic50
5.18,Cc1cccc(C)c1CNc1nc(-c2ccccc2)cc2c(C)c(C)[nH]c12,CYP3a4_ic50
4.05,Cc1cccc(C)c1CNc1nc(-n2ccccc2=O)cc2c(C)c(C)[nH]c12,CYP3a4_ic50
5.62,C=CCn1c(C)c(C)c2cc(-n3ccccc3=O)nc(NCc3c(C)cccc3C)c21,CYP3a4_ic50
5.25,Cc1cccc(C)c1CNc1nc(-n2ccccc2=O)cc2c(C)c(C)n(CCO)c12,CYP3a4_ic50
5.54,CCn1c(C)c(C)c2cc(-n3ccccc3=O)nc(NCc3c(C)cccc3C)c21,CYP3a4_ic50
5.02,Cc1cccc(C)c1CNc1nccc2c(C)c(C)[nH]c12,CYP3a4_ic50
5.37,Cc1cccc(C)c1CNc1nccc2c1cc(C)n2C,CYP3a4_ic50
4.68,Cc1cccc(C)c1CNc1nccc2c1nc(C)n2C,CYP3a4_ic50
5.05,Cc1cccc(C)c1CNc1cccc2c1nc(C)n2C,CYP3a4_ic50
5.8,Cc1cccc(C)c1CNc1nccn2c(C)c(C)cc12,CYP3a4_ic50
4.75,Cc1cccc(C)c1COc1cccn2c(C)c(C)nc12,CYP3a4_ic50
5.06,Cc1cccc(C)c1CNc1ncnc2c(C)c(C)[nH]c12,CYP3a4_ic50
7.25,Cc1c(C)n(C[C@H]2C[C@@H]2C)c2c(OCc3ccc(F)cc3)nncc12,CYP3a4_ic50
6.1,CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(Cc2cc[nH]n2)CC3)cc1,CYP3a4_ic50
5.89,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)CCNC1)N(Cc1cccc(Cl)c1Cl)C1CC1,CYP3a4_ic50
5.72,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C[C@@H]2CC[C@@H]1N2)N(Cc1cccc(Cl)c1Cl)C1CC1,CYP3a4_ic50
6,COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)C[C@@H]3COC[C@@H]2N3)C2CC2)c1C,CYP3a4_ic50
6.83,O=C(N[C@H](CNC[C@H](Cc1ccccc1)NC(=O)OCc1nccs1)Cc1ccccc1)OCc1cncs1,CYP3a4_ic50
7.05,O=C(N[C@H](CNC[C@@H](Cc1ccccc1)NC(=O)OCc1cncs1)Cc1ccccc1)OCc1nccs1,CYP3a4_ic50
7.19,O=C(NC(Cc1ccccc1)CN(CC(Cc1ccccc1)NC(=O)OCc1cncs1)CC(Cc1ccccc1)NC(=O)OCc1nccs1)OCc1cncs1,CYP3a4_ic50
6.96,CC(C)(C)CN(CC(Cc1ccccc1)NC(=O)OCc1cncs1)CC(Cc1ccccc1)NC(=O)OCc1nccs1,CYP3a4_ic50
7,CC(C)(C)CN(C[C@@H](Cc1ccccc1)NC(=O)OCc1cncs1)C[C@H](Cc1ccccc1)NC(=O)OCc1nccs1,CYP3a4_ic50
6.82,CCN(C[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)C[C@H](Cc1ccccc1)NC(=O)OCc1nccs1,CYP3a4_ic50
6.96,CCN(C[C@@H](Cc1ccccc1)NC(=O)OCc1cncs1)C[C@H](Cc1ccccc1)NC(=O)OCc1nccs1,CYP3a4_ic50
6.96,CC(C)CN(C[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)C[C@H](Cc1ccccc1)NC(=O)OCc1nccs1,CYP3a4_ic50
7.05,CC(C)CN(C[C@@H](Cc1ccccc1)NC(=O)OCc1cncs1)C[C@H](Cc1ccccc1)NC(=O)OCc1nccs1,CYP3a4_ic50
7.28,O=C(N[C@@H](Cc1ccccc1)CN(CC1CC1)C[C@H](Cc1ccccc1)NC(=O)OCc1nccs1)OCc1cncs1,CYP3a4_ic50
7.3,CC(C)CCN(C[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)C[C@H](Cc1ccccc1)NC(=O)OCc1nccs1,CYP3a4_ic50
