pValue,ligand,data
7,C#Cc1ccc(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)cc1,CYP3a4_ic50
7.52,COCC(=O)N[C@@H](Cc1ccc(-c2nccs2)cc1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,CYP3a4_ic50
7.52,CC#Cc1cccc(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,CYP3a4_ic50
7.52,C#Cc1cccc(C[C@H](NC(=O)COC)[C@H](O)CN[C@H]2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,CYP3a4_ic50
7,COCC(=O)N[C@@H](Cc1cccc(-c2nc(C)cs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,CYP3a4_ic50
7,COCC(=O)N[C@@H](Cc1cccc(-c2cscn2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,CYP3a4_ic50
7.52,COCC(=O)N[C@@H](Cc1cccc(-c2cncs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,CYP3a4_ic50
7,COCC(=O)N[C@@H](Cc1cccc(-c2nccs2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,CYP3a4_ic50
7.3,COCC(=O)N[C@@H](Cc1cccc(-c2nccn2C)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,CYP3a4_ic50
7,COCC(=O)N[C@@H](Cc1cccc(-c2ncco2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,CYP3a4_ic50
6.4,COCC(=O)N[C@@H](Cc1cccc(-c2ccccn2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,CYP3a4_ic50
6.8,COCC(=O)N[C@@H](Cc1cccc(-c2ccncc2)c1)[C@H](O)CN[C@H]1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,CYP3a4_ic50
5.72,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ncc(F)cn3)C[C@H]2C1=O,CYP3a4_ic50
5.22,CN1C(=N)N[C@@]2(c3cc(-c4cccc(C#N)c4)cs3)CN(c3ccc(F)cn3)C[C@H]2C1=O,CYP3a4_ic50
5.17,Cc1nc(-c2cccc(Cl)c2)c(NC(=O)c2cnn3ccc(N)nc23)s1,CYP3a4_ic50
5.14,O=C(Nc1c[nH]nc1-c1cccc(Cl)c1)c1cnn2cccnc12,CYP3a4_ic50
6.7,O=C(Nc1ccncc1-c1cccc(Cl)c1)c1cnn2cccnc12,CYP3a4_ic50
5.34,Cc1cc(NC(=O)c2cnn3cccnc23)n(-c2cccc(Cl)c2)n1,CYP3a4_ic50
5.29,CS(=O)(=O)c1ccc(F)cc1C(=O)N1CCC(N(C2CC2)S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,CYP3a4_ic50
5.55,COc1ccc(S(=O)(=O)N2CCOc3ccc(Cl)cc32)cc1NC1CCN(C)CC1,CYP3a4_ic50
5,COc1ccc(S(=O)(=O)n2nc(C)c3cc(Cl)ccc32)cc1NC1CCN(C)CC1.O=C(O)[C@@H](O)[C@H](O)C(=O)O,CYP3a4_ic50
5,COc1ccc(S(=O)(=O)n2cc(C)c3cc(Cl)cnc32)cc1NC1CCN(C)CC1,CYP3a4_ic50
5.19,COc1ccc(S(=O)(=O)n2cc(C)c3cc(Cl)ccc32)cc1NC1CCN(C)CC1,CYP3a4_ic50
4.77,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,CYP3a4_ic50
5.54,COc1nc(Nc2cccc3c2nc(-c2ccc(F)cc2)n3C)ccc1-n1cnc(C)c1,CYP3a4_ic50
5.6,Cc1cnc2nc1-c1cccc(c1)COCC=CCOCc1cc(ccc1OCCN1CCCC1)N2,CYP3a4_ic50
6.43,C1=CCOCc2cc(ccc2OCCN2CCCCC2)Nc2nccc(n2)-c2cccc(c2)COC1,CYP3a4_ic50
5.55,CCN(CC)CCOc1ccc2cc1COCC=CCOCc1cccc(c1)-c1ccnc(n1)N2,CYP3a4_ic50
5.37,Cn1c(-c2ccncc2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCCC3)cc21,CYP3a4_ic50
4.97,Cn1c(-c2ccc(Cl)cn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCCC3)cc21,CYP3a4_ic50
5.2,Cn1c(-c2ccccn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCCC3)cc21,CYP3a4_ic50
4.97,Cn1c(-c2cnccn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21,CYP3a4_ic50
5.82,COc1ccc(-c2c(C3CCCC3)c3ccc(C(=O)NC4(C(=O)Nc5ccc(/C=C/C(=O)O)cc5)CCC4)cc3n2C)cn1,CYP3a4_ic50
5.16,Cn1c(-c2cccc(N)n2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21,CYP3a4_ic50
5.17,Cn1c(-c2ccc(F)cn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21,CYP3a4_ic50
4.96,Cn1c(-c2ccc(Cl)cn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21,CYP3a4_ic50
5.24,Cc1ccc(-c2c(C3CCCC3)c3ccc(C(=O)NC4(C(=O)Nc5ccc(/C=C/C(=O)O)cc5)CCC4)cc3n2C)nc1,CYP3a4_ic50
5.02,Cn1c(-c2ccccn2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21,CYP3a4_ic50
5.08,Cn1c(-c2ccc(Cl)cc2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21,CYP3a4_ic50
5.04,Cn1c(-c2ccoc2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21,CYP3a4_ic50
5.03,Cn1c(-c2ccc(Cl)cn2)c(C2CCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21,CYP3a4_ic50
5.1,Cn1c(-c2ccccn2)c(C2CCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21,CYP3a4_ic50
5.21,COc1cc2c(NC3CCCCC3)c(C(N)=O)cnc2cc1-c1c(C)noc1C,CYP3a4_ic50
5.26,Cc1ccc(Sc2ccccc2N2CCNCC2)c(Cl)c1.Cl,CYP3a4_ic50
5,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1.Cl,CYP3a4_ic50
5.36,Cl.Clc1ccc(Sc2ccccc2N2CCNCC2)c(Cl)c1,CYP3a4_ic50
5.06,Cc1cccc(Sc2ccccc2N2CCNCC2)c1C.Cl,CYP3a4_ic50
5.21,Cl.Clc1cccc(Sc2ccccc2N2CCNCC2)c1Cl,CYP3a4_ic50
4.96,Cc1ccc(Sc2ccccc2N2CCNCC2)cc1C.Cl,CYP3a4_ic50
4.8,Cc1ccc(Sc2ccccc2N2CCNCC2)cc1.Cl,CYP3a4_ic50
5.17,Cl.Clc1ccc(Sc2ccccc2N2CCNCC2)cc1,CYP3a4_ic50
5.4,O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc(Cl)c(Cl)c1,CYP3a4_ic50
5.3,O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1ccc(Cl)s1,CYP3a4_ic50
5,Cn1nnnc1Cc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,CYP3a4_ic50
6.7,COC(=O)C(C)(C)C(c1ccc(Nc2ccccc2)cc1)n1cncn1,CYP3a4_ic50
4.8,Cc1c(Cc2ccc(=O)n(Cc3ccc(F)cc3F)n2)c2cc(F)ccc2n1CC(=O)O,CYP3a4_ic50
4.52,CN1CCN(Cc2cccc3c2ccn3S(=O)(=O)c2ccccc2)CC1,CYP3a4_ic50
4.44,CN1CCN(Cc2cccc3c2ccn3S(=O)(=O)c2ccccc2Br)CC1,CYP3a4_ic50
5.26,CS(=O)Cc1ccc(C(=O)Nc2ccc(OCCOCCO)nc2C(=O)NCC2CCC2)c2ccccc12,CYP3a4_ic50
5.06,COc1ccc(NC(=O)c2ccc(CS(C)=O)c3ccccc23)c(C(=O)NCC2CCOCC2)n1,CYP3a4_ic50
6.21,O=C(NCC1CCOCC1)c1ncccc1NC(=O)c1ccc(Cn2ccnn2)c2ccccc12,CYP3a4_ic50
6.44,COc1ccc(NC(=O)c2ccc(Cn3ccnn3)c3ccccc23)c(C(=O)NCC2CCOCC2)n1,CYP3a4_ic50
5.12,CO[C@H]1COCC[C@H]1N[C@H]1C[C@@H]2CCC[C@]2(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)C1,CYP3a4_ic50
4.94,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)NCc5ccccn5)cc4c(=O)c3c2)cn1,CYP3a4_ic50
4.75,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)c1ccc(F)c(F)c1,CYP3a4_ic50
5.17,Cc1cccc(N2CNC(=O)C23CCN(C[C@H](C)NC(=O)c2ccc(Br)cc2)CC3)c1,CYP3a4_ic50
8,N#Cc1cncc(Oc2c(Cl)cc(NS(=O)(=O)c3ccc(Cl)cc3Cl)cc2Cl)c1,CYP3a4_ic50
9,Cc1cncc(Oc2c(Cl)cc(NS(=O)(=O)c3ccc(Cl)cc3Cl)cc2Cl)c1,CYP3a4_ic50
5.6,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CN(C2COC2)CC3)cc1,CYP3a4_ic50
5.3,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)C[C@@H]2CC[C@H]3N2S(C)(=O)=O)cc1,CYP3a4_ic50
5.3,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)[C@H]2CC[C@@H](C3)N2S(C)(=O)=O)cc1,CYP3a4_ic50
5.14,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)[C@H]2CC[C@@H](C3)N2C(C)=O)cc1,CYP3a4_ic50
4.75,O=C(N[C@@H](Cc1cc2oc(=O)[nH]c2cc1Br)C(=O)N1CCC(N2CCCCC2)CC1)N1CCC(N2Cc3ccccc3NC2=O)CC1,CYP3a4_ic50
4.5,O=C(N[C@@H](Cc1cc(I)c2[nH]c(=O)oc2c1)C(=O)N1CCC(N2CCCCC2)CC1)N1CCC(N2Cc3ccccc3NC2=O)CC1,CYP3a4_ic50
5.46,Cc1cc(C[C@H](NC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)c(Cl)c2cn[nH]c12,CYP3a4_ic50
4.6,CCc1cc(CC(NC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,CYP3a4_ic50
4.89,O=C(NC(Cc1cc(Cl)c2[nH]ncc2c1)C(=O)N1CCC(N2CCCCC2)CC1)N1CCC(N2Cc3ccccc3NC2=O)CC1,CYP3a4_ic50
4.62,Cc1cc(CC(NC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,CYP3a4_ic50
5.14,Cc1cc(C[C@H](NC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2nn[nH]c12,CYP3a4_ic50
5.3,O=C(N[C@@H](Cc1cc2oc(=O)[nH]c2cc1Cl)C(=O)N1CCC(N2CCCCC2)CC1)N1CCC(N2Cc3ccccc3NC2=O)CC1,CYP3a4_ic50
5.14,O=C(N[C@@H](Cc1cc(Br)c2[nH]c(=O)oc2c1)C(=O)N1CCC(N2CCCCC2)CC1)N1CCC(N2Cc3ccccc3NC2=O)CC1,CYP3a4_ic50
4.77,O=C(N[C@@H](Cc1cc(Cl)c2[nH]c(=O)oc2c1)C(=O)N1CCC(N2CCCCC2)CC1)N1CCC(N2Cc3ccccc3NC2=O)CC1,CYP3a4_ic50
5.16,CCc1cc(CC(NC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2c(C)n[nH]c12,CYP3a4_ic50
6.43,CC(C)c1cc(CC(NC(=O)N2CCC(N3Cc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCCCC3)CC2)cc2cn[nH]c12,CYP3a4_ic50
5.08,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(c2cc(C)ncn2)C3)cc1,CYP3a4_ic50
5.48,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(c2ccnc(C)n2)C3)cc1,CYP3a4_ic50
5.85,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(c2ncc(F)cn2)C3)cc1,CYP3a4_ic50
6.05,CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CCN(c2ncccn2)C3)cc1,CYP3a4_ic50
5.3,O=C(O)c1cccc(OCC2CCN(c3ccc(NC(=O)c4cccc(Oc5ccccc5)c4)cn3)CC2)c1,CYP3a4_ic50
4.6,O=S(=O)(Nc1cc(Cl)c(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl,CYP3a4_ic50
5,O=S(=O)(Nc1ccc(Oc2cnc3ccccc3c2)c(F)c1)c1ccc(Cl)cc1Cl,CYP3a4_ic50
5.52,CC(=O)c1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ccc1Oc1cnc2ccccc2c1,CYP3a4_ic50
5.58,O=S(=O)(Nc1ccc(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl,CYP3a4_ic50
5.64,O=S(=O)(Nc1cc(Cl)c(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(C(F)(F)F)cc1Cl,CYP3a4_ic50
5.92,O=S(=O)(Nc1cc(Cl)c(Oc2cncc(Cl)c2)c(Cl)c1)c1ccc(Cl)cc1Cl,CYP3a4_ic50
6,O=S(=O)(Nc1cc(Cl)c(Oc2ccc3ncccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl,CYP3a4_ic50
6.22,N#Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2Cl)ccc1Oc1cncc(Cl)c1,CYP3a4_ic50
6.44,CC(=O)c1cncc(Oc2c(Cl)cc(NS(=O)(=O)c3ccc(Cl)cc3Cl)cc2Cl)c1,CYP3a4_ic50
6.44,CCNC(=O)c1cc(NS(=O)(=O)c2cc(C)c(Cl)cc2Cl)ccc1Oc1cncc(Cl)c1,CYP3a4_ic50
7.52,NC(=O)c1cncc(Oc2c(Cl)cc(NS(=O)(=O)c3ccc(Cl)cc3Cl)cc2Cl)c1,CYP3a4_ic50
5.16,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(CO)cc3)cc2)[nH]1)C(C)C,CYP3a4_ic50
5.19,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(C(F)(F)F)cc3)cc2)[nH]1)C(C)C,CYP3a4_ic50
4.58,O=C(O)c1cc(Oc2ccccc2)ccc1NS(=O)(=O)c1ccc(Br)cc1F,CYP3a4_ic50
4.52,O[C@H]1CC[C@H](c2ccc(OCCCN3CCCCC3)cc2)CC1,CYP3a4_ic50
5.27,CC1(C)OC(=O)N([C@H]2CC[C@H](n3c(=O)[nH]c4c(F)c(C#N)ccc43)CC2)[C@H]1c1ccccc1,CYP3a4_ic50
5.12,CC1(C)OC(=O)N([C@H]2CC[C@H](n3c(=O)[nH]c4cc(C#N)c(F)cc43)CC2)[C@H]1c1ccccc1,CYP3a4_ic50
5,CC[C@H](NC(=O)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2)CN1C(C)=O)C(=O)c1nc2ccccc2o1,CYP3a4_ic50
4.19,Cc1ccc(-c2ccccc2)c(C(=O)N2CC3(CC3)C[C@@H]2CNc2ccc(C(F)(F)F)cn2)n1,CYP3a4_ic50
5.1,Cc1cc(C)nc(NC[C@H]2CC3(CC3)CN2C(=O)c2nc(C)sc2-c2ccccc2)n1,CYP3a4_ic50
5.12,O=c1[nH]c2cc(-c3ccccc3)ccc2c2[nH]c(-c3c(Cl)cccc3C(F)(F)F)nc12,CYP3a4_ic50
4.62,O=c1[nH]c2cc(-c3cccnc3)ccc2c2[nH]c(-c3ccccc3Cl)nc12,CYP3a4_ic50
4.62,O=c1[nH]c2cc(Br)ccc2c2[nH]c(-c3ccccc3Cl)nc12,CYP3a4_ic50
5.17,C[C@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CCC#N)CC1,CYP3a4_ic50
5.06,C[C@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1,CYP3a4_ic50
5.1,C[C@H](O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](C#N)CC1,CYP3a4_ic50
4.89,Cc1cc(N2CCC(N3CCCC3C)C2)ccc1NC(=O)Nc1cc(Cl)cc(Cl)c1,CYP3a4_ic50
4.77,Cc1nc(NC(=O)C(C)(C)CC(F)(F)F)sc1-c1ccc(N)nc1,CYP3a4_ic50
5.11,Cc1nc(NC(=O)Cc2nc(-c3ccccc3)c(C)o2)sc1-c1ccc(N)nc1,CYP3a4_ic50
4.77,Cc1nc(NC(=O)C2(C)CCCCC2)sc1-c1ccc(N)nc1,CYP3a4_ic50
4.82,Cc1ccc(C(=O)N(CC(=O)Nc2ncc(-c3ccc(N)cc3)s2)Cc2ccccc2)cn1,CYP3a4_ic50
6.01,CC(=O)N1[C@@H](C(=O)Nc2ncc(-c3ccc(N)cc3)s2)CC[C@H]1c1ccccc1,CYP3a4_ic50
6.15,Cc1nc(NC(=O)CN(Cc2ccccc2)C(=O)c2ccncc2)sc1-c1ccc(N)nc1,CYP3a4_ic50
5.75,Nc1ccc(-c2cnc(NC(=O)CN(Cc3ccccc3)C(=O)c3ccncc3)s2)cn1,CYP3a4_ic50
6.3,Nc1ccc(-c2cnc(NC(=O)CN(Cc3ccccc3)C(=O)c3ccncc3)s2)cc1,CYP3a4_ic50
4.62,Cc1cc(C[C@H](NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12,CYP3a4_ic50
4.82,Cc1ccccc1[C@H]1[C@@H]2CN(C3=NC(=O)CO3)C[C@H]2CC[C@@H]1O[C@H](CO)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CYP3a4_ic50
5.71,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4ccc(NC(=O)Nc5cc(C(C)(C)C)nn5-c5cccc(N)c5)cc4)c3c2)CC1,CYP3a4_ic50
4.83,CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4ccccc34)cc2)n(-c2cccc(N)c2)n1,CYP3a4_ic50
5.8,C#CCC(Oc1c(N)ncc2c(-c3cnn(C4CCNCC4)c3)coc12)c1c(Cl)ccc(F)c1Cl,CYP3a4_ic50
4.75,COc1ccnc(Oc2ccc3c(c2)c(=O)ncn3Cc2c(F)cc(F)cc2F)c1C(F)(F)F,CYP3a4_ic50
6,O=CN(O)[C@@H](CCCc1ncccn1)CS(=O)(=O)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,CYP3a4_ic50
4.8,Nc1ccccc1NC(=O)c1ccc(CNC2=N[C@H](c3ccccc3)CS2)cc1,CYP3a4_ic50
5,COc1ccc2c(c1)/C(=C\c1ccc3c(/C=C/c4ccc(N5CCN(C)CC5)nc4)n[nH]c3c1)C(=O)N2,CYP3a4_ic50
6.1,CN1CCN(c2ccc(/C=C/c3n[nH]c4cc(/C=C5/C(=O)Nc6ccccc65)ccc34)cn2)CC1,CYP3a4_ic50
5,CN(C)Cc1ccc(/C=C/c2n[nH]c3cc(/C=C4/C(=O)Nc5ccccc54)ccc23)cc1,CYP3a4_ic50
5.57,O=C1Nc2ccccc2/C1=C\c1ccc2c(/C=C/c3ccncc3)n[nH]c2c1,CYP3a4_ic50
5.3,Cc1cc(/C(CC(c2ccc(Br)cc2)c2ccccc2C)=N/O)ccn1,CYP3a4_ic50
5.54,COCc1c(C(=O)NCc2ccncc2)cnn1-c1ncc(C)c(-c2cccs2)n1,CYP3a4_ic50
6,CCOCc1c(C(=O)NCc2cncn2C)cnn1-c1ncc(C)c(N2CCCCC2)n1,CYP3a4_ic50
5.84,CC(C)(C)n1nnnc1C(c1cccc(Nc2ccnc3cc(Cl)ccc23)c1)N1CCCC1,CYP3a4_ic50
8.22,CCN(CC)C(c1cccc(Nc2ccnc3cc(Cl)ccc23)c1)c1nnnn1C(C)(C)C,CYP3a4_ic50
5.96,COc1cc(-c2nc3n(n2)CCO[C@@H]3c2ccccc2C(F)(F)F)ccc1-n1cnc(C)c1,CYP3a4_ic50
7,COc1cc(-c2nc3n(n2)CCC[C@@H]3c2ccccc2C(F)(F)F)ccc1-n1cnc(C)c1,CYP3a4_ic50
5.16,COc1cc(-c2nc3n(n2)CCC[C@@H]3c2ccc(F)cc2C)ccc1-n1cnc(C)c1,CYP3a4_ic50
5.16,C[C@H]1CN(c2cccnc2C#N)CCN1C(=O)C12CC3CC(CC(C3)C1)C2,CYP3a4_ic50
5.21,O=C(N1C[C@@H]2CN(c3ccccn3)C[C@@H]2C1)C12CC3CC(CC(C3)C1)C2,CYP3a4_ic50
6.1,CC(=O)Nc1nc2ccc(-c3cnc(N)c(C(F)(F)F)c3)cc2s1,CYP3a4_ic50
7.3,CC(=O)Nc1nc2ccc(-c3ccc(N)nc3)cc2s1,CYP3a4_ic50
5.76,Oc1ccc2ccc(-c3cncc4ccccc34)c(Cl)c2c1,CYP3a4_ic50
5.67,Oc1ccc2ccc(-c3cncnc3)c(Cl)c2c1,CYP3a4_ic50
5.3,Oc1cncc(-c2ccc3ccc(O)cc3c2Cl)c1,CYP3a4_ic50
5.17,COc1ccc2ccc(-c3cncc(O)c3)c(Cl)c2c1,CYP3a4_ic50
5.38,COc1cncc(-c2ccc3ccc(O)cc3c2Cl)c1,CYP3a4_ic50
5.45,Oc1ccc2ccc(-c3cncc(F)c3)c(Cl)c2c1,CYP3a4_ic50
6,COc1ccc2ccc(-c3cccnc3)c(Cl)c2c1F,CYP3a4_ic50
5.9,Oc1ccc2ccc(-c3cccnc3)c(F)c2c1,CYP3a4_ic50
5.75,Oc1ccc2ccc(-c3cccnc3)c(Cl)c2c1,CYP3a4_ic50
5.45,COc1ccc2ccc(-c3cccnc3)c(Cl)c2c1,CYP3a4_ic50
5.33,O=C(Nc1ccncc1)c1c(Cl)cccc1Cl,CYP3a4_ic50
5.85,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(F)cc3F)CC2)nc1C,CYP3a4_ic50
5.35,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccc(F)cc3)CC2)nc1C,CYP3a4_ic50
4.7,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,CYP3a4_ic50
4.7,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccc(C)cc3)C2)nc1C,CYP3a4_ic50
5.48,CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccc(Cl)cc3)C2)nc1C,CYP3a4_ic50
5.96,Cc1cncc(Cc2ccc(-c3ccccc3)nc2)c1,CYP3a4_ic50
4.01,CC#CCn1c(N2CCC[C@H](N)C2)cc(=O)n(Cc2ccc3ccccc3n2)c1=O,CYP3a4_ic50
4.04,CC#CCn1c(N2CCC[C@H](N)C2)cc(=O)n(Cc2ccc3cc(Cl)ccc3n2)c1=O,CYP3a4_ic50
4.1,CC#CCn1c(N2CCC[C@H](N)C2)cc(=O)n(Cc2ccc3cc(Br)ccc3n2)c1=O,CYP3a4_ic50
4.23,CC#CCn1c(N2CCC[C@H](N)C2)cc(=O)n(Cc2ccc3cc(F)ccc3n2)c1=O,CYP3a4_ic50
4.26,CC#CCn1c(N2CCC[C@H](N)C2)cc(=O)n(Cc2ccc3ccc(F)cc3n2)c1=O,CYP3a4_ic50
4.33,CC#CCn1c(N2CCC[C@H](N)C2)cc(=O)n(Cc2ccc3cc(C)ccc3n2)c1=O,CYP3a4_ic50
4.34,CC#CCn1c(N2CCC[C@H](N)C2)cc(=O)n(Cc2ccc3ccc(Cl)cc3n2)c1=O,CYP3a4_ic50
4.38,CC#CCn1c(N2CCC[C@H](N)C2)cc(=O)n(Cc2ccc3cc(OC)ccc3n2)c1=O,CYP3a4_ic50
4.85,CC#CCn1c(N2CCC[C@H](N)C2)cc(=O)n(Cc2cc(Cl)c3ccccc3n2)c1=O,CYP3a4_ic50
7,CCc1nc2c(Cc3ccc(C(=O)NO)cc3)cccc2c(=O)n1CCc1ccccc1,CYP3a4_ic50
5.19,Cc1nc2cc(/C=C/C(=O)NO)ccc2c(=O)n1CCc1ccccc1,CYP3a4_ic50
5.8,COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](NCc3cc(C(C)(C)C)ccn3)[C@H]2O)cc(F)c1N)C(F)(F)F,CYP3a4_ic50
5.96,COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](NCc3cc(CC(C)(C)C)on3)[C@H]2O)cc(F)c1N)C(F)(F)F,CYP3a4_ic50
5.44,COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](NCc3cnn(CC(C)(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,CYP3a4_ic50
5.33,COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](NCc3cccc(OC(F)(F)F)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,CYP3a4_ic50
6.05,COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](NCc3cccc(OC(C)C)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,CYP3a4_ic50
5.62,COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](NCc3cccc(C(C)(C)O)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,CYP3a4_ic50
6,COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](NCc3cccc(C(C)(C)CO)c3)[C@H]2O)cc(F)c1N)C(F)(F)F,CYP3a4_ic50
7,COC[C@@H](Oc1cc(C[C@@H]2CS(=O)C[C@H](NCc3cc(C(C)(C)C)ccc3F)[C@H]2O)cc(F)c1N)C(F)(F)F,CYP3a4_ic50
