pValue,smiles,data
6.72,CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@@H](N)CC(C)C)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(=O)O)C(=O)O,ERalpha_ki
4.42,COC(=O)C(CC1(C)CC2CCC1CC2C(C)(C)CCNC(=O)CCC(C)C)NC(=O)OCc1ccccc1,ERalpha_ki
5.1,COC(=O)C(=CC1(C)CC2C=CC1CC2C(C)(C)CCNC(=O)CCC(C)C)C(=O)OC,ERalpha_ki
4.5,COC(=O)C(N)CC1(C)CC2CCC1CC2C(C)(C)CCNC(=O)CCC(C)C,ERalpha_ki
4.92,COC(=O)C(CC1(C)CC2CCC1CC2C(C)(C)CCNC(=O)CCC(C)C)C(=O)O,ERalpha_ki
5.15,COC(=O)C(CC1(C)CC2CCC1CC2C(C)(C)CCNC(=O)CCC(C)C)C(=O)OC,ERalpha_ki
8.48,C[C@@H]1C[C@H]2[C@@H](C1)c1cc(O)ccc1O[C@H]2c1ccc(O)cc1,ERalpha_ki
7.91,Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3C[C@H](C(F)(F)F)C[C@@H]32)cc1,ERalpha_ki
8.14,Oc1ccc([C@@H]2Oc3ccc(O)cc3[C@@H]3C[C@@H](C(F)(F)F)C[C@@H]32)cc1,ERalpha_ki
8.08,Oc1ccc([C@H]2Oc3ccc(O)cc3[C@H]3CC(F)(F)C[C@H]32)cc1,ERalpha_ki
6.39,O=C1CC[C@@H]2c3cc(O)ccc3O[C@H](c3ccc(O)cc3)[C@@H]2C1,ERalpha_ki
6.16,O=C1C[C@H]2[C@@H](C1)c1cc(O)ccc1O[C@H]2c1ccc(O)cc1,ERalpha_ki
6.83,OCc1cc(O)cc2c1O[C@@H](c1ccc(O)cc1)[C@H]1CCC[C@@H]21,ERalpha_ki
