ligand_id,cnn_affinity,pose_score,CNN affinity (best pose),pose_score (best pose)
756,3.896,0.5622,3.88,0.5647
757,3.892,0.5653,3.892,0.5653
758,3.815,0.5999,3.796,0.6028
759,3.807,0.582,3.803,0.586
760,3.742,0.6145,3.722,0.6156
761,3.653,0.6339,3.636,0.6365
762,3.887,0.5541,3.873,0.56
763,3.815,0.5834,3.808,0.5897
764,3.743,0.6024,3.697,0.6063
765,3.565,0.6597,3.565,0.6597
766,4.105,0.4284,4.094,0.4355
767,3.79,0.5389,3.777,0.5448
768,4.038,0.4741,4.016,0.4766
769,4.11,0.4399,4.086,0.4452
770,3.844,0.5021,3.844,0.5021
771,3.995,0.454,3.983,0.4555
772,4.073,0.439,4.058,0.444
773,4.179,0.4314,4.165,0.4346
774,4.007,0.4313,3.975,0.4397
775,4.002,0.4836,3.999,0.4875
776,3.952,0.482,3.923,0.4857
777,4.046,0.4682,4.04,0.4706
778,4.292,0.4051,4.266,0.4116
779,3.735,0.5061,3.728,0.5099
780,3.773,0.4716,3.76,0.4774
781,4.134,0.3896,4.087,0.3904
782,4.042,0.4672,4.038,0.4727
783,4.089,0.4641,4.044,0.4681
784,4.024,0.469,4.007,0.4724
785,4.238,0.4134,4.208,0.4184
786,4.43,0.3774,4.417,0.3866
787,3.818,0.5835,3.797,0.5913
788,3.706,0.6382,3.703,0.644
789,3.922,0.5745,3.915,0.5775
790,3.778,0.6255,3.769,0.6288
791,3.936,0.5747,3.929,0.5777
792,3.953,0.5803,3.94,0.5862
793,3.998,0.5627,3.992,0.5691
794,4.038,0.5592,4.035,0.5641
795,3.734,0.6167,3.732,0.617
796,4.005,0.5561,4.005,0.5561
797,4.227,0.521,4.106,0.5253
798,4.335,0.4604,4.318,0.4639
799,4.241,0.4822,4.241,0.4822
800,4.629,0.4701,4.602,0.4779
801,4.455,0.4484,4.433,0.4732
802,4.079,0.4735,4.078,0.4758
803,4.166,0.461,4.157,0.4617
804,4.354,0.4456,4.354,0.4456
805,4.27,0.4401,4.27,0.4401
806,4.143,0.441,4.033,0.4472
807,4.386,0.4125,4.307,0.4219
808,4.263,0.4238,4.219,0.4291
809,4.067,0.4199,4.063,0.4224
810,4.384,0.3864,4.384,0.3864
811,4.234,0.4197,4.18,0.4291
812,4.283,0.3918,4.239,0.3971
813,4.072,0.4136,4.07,0.4226
814,4.186,0.4016,4.139,0.4071
815,4.09,0.432,4.073,0.4409
816,4.088,0.4324,4.081,0.4329
817,4.022,0.461,4.021,0.4612
818,3.983,0.4446,3.983,0.4446
819,4.078,0.4216,4.059,0.4254
820,4.024,0.4448,3.99,0.4494
821,3.95,0.47,3.907,0.4721
822,4.116,0.4315,4.082,0.4361
823,3.913,0.4679,3.904,0.4682
824,4.145,0.4607,4.124,0.4616
825,4.087,0.4262,4.045,0.4316
826,4.001,0.4487,3.963,0.4513
827,3.929,0.4761,3.907,0.4825
828,3.926,0.4712,3.899,0.476
829,3.843,0.5079,3.838,0.5173
830,3.982,0.5721,3.975,0.5845
831,3.889,0.5886,3.881,0.5952
832,3.786,0.6014,3.765,0.6073
833,3.839,0.5776,3.821,0.5819
834,4.364,0.4609,4.364,0.4609
835,4.244,0.4971,4.224,0.5208
836,4.017,0.5301,3.922,0.5433
837,3.882,0.5638,3.791,0.57
838,3.718,0.6173,3.688,0.6265
839,3.608,0.6701,3.594,0.6735
840,3.552,0.6964,3.537,0.6979
841,3.856,0.576,3.806,0.5827
844,5.056,0.3853,5.039,0.3866
845,3.679,0.6443,3.673,0.6476
846,4.296,0.4695,4.296,0.4695
847,4.321,0.4754,4.321,0.4754
848,4.213,0.4871,4.188,0.4891
849,4.198,0.5632,4.179,0.5638
850,4.241,0.5189,4.227,0.5375
851,4.343,0.5092,4.343,0.5092
852,4.144,0.556,4.121,0.559
853,4.24,0.5026,4.222,0.5161
854,3.948,0.5576,3.92,0.5656
855,4.191,0.5242,4.171,0.5352
856,4.046,0.6207,4.046,0.6207
857,4.162,0.5594,4.138,0.561
858,4.441,0.4764,4.441,0.4764
859,4.318,0.5292,4.318,0.5292
860,4.476,0.5237,4.469,0.5266
861,4.602,0.4761,4.558,0.4782
862,4.364,0.5295,4.281,0.5339
863,4.335,0.5512,4.275,0.5546
864,4.195,0.5588,4.172,0.5617
865,4.068,0.5448,4.057,0.5533
866,3.947,0.5622,3.919,0.5654
867,3.907,0.5892,3.878,0.592
868,4.132,0.5749,4.132,0.5749
869,3.827,0.6215,3.808,0.6297
870,3.78,0.6573,3.78,0.6573
873,4.689,0.4569,4.653,0.4699
875,4.677,0.4398,4.632,0.4726
877,4.773,0.4526,4.773,0.4526
878,4.679,0.4528,4.643,0.482
879,4.728,0.4088,4.719,0.4537
880,5.301,0.3313,5.001,0.3661
881,3.758,0.6148,3.751,0.6187
882,3.724,0.6381,3.723,0.6508
883,3.594,0.6313,3.583,0.638
884,3.782,0.6202,3.754,0.6256
885,3.758,0.6104,3.754,0.6136
886,3.773,0.6066,3.748,0.6152
887,3.704,0.5826,3.702,0.5841
888,3.617,0.6182,3.606,0.624
889,3.519,0.6319,3.517,0.6378
890,3.556,0.6471,3.528,0.6543
891,3.56,0.6626,3.56,0.6626
892,3.802,0.6141,3.796,0.6151
893,4.115,0.6031,4.111,0.6115
894,4.062,0.6298,4.055,0.6334
895,3.902,0.6504,3.884,0.6559
896,3.815,0.6702,3.807,0.6733
897,3.781,0.6627,3.767,0.6728
898,3.786,0.6471,3.765,0.6503
899,3.921,0.6281,3.914,0.637
900,3.914,0.6158,3.906,0.6194
901,3.962,0.5979,3.959,0.6031
902,3.867,0.5516,3.857,0.5607
903,3.799,0.5645,3.787,0.5679
904,3.742,0.5799,3.738,0.5834
905,3.686,0.6174,3.681,0.6226
906,3.643,0.6614,3.633,0.6655
908,3.971,0.4879,3.939,0.4932
909,4.042,0.4297,3.966,0.4678
910,4.184,0.4346,4.075,0.4556
911,4.334,0.5065,4.317,0.5069
912,4.255,0.408,4.243,0.4211
913,4.272,0.4188,4.003,0.4287
914,4.27,0.4209,4.02,0.4327
915,4.269,0.416,4.16,0.4236
936,4.165,0.6403,4.153,0.6414
937,4.14,0.6625,4.133,0.6634
938,4.14,0.6642,4.138,0.6679
939,4.2,0.6432,4.196,0.6454
940,4.211,0.6507,4.205,0.6544
941,4.241,0.6199,4.241,0.6199
942,4.153,0.6329,4.146,0.636
943,4.164,0.5832,4.156,0.5882
944,4.164,0.5818,4.16,0.5868
945,4.258,0.6021,4.258,0.6021
946,4.218,0.6265,4.214,0.6268
947,4.369,0.5335,4.369,0.5335
948,4.323,0.5609,4.319,0.5617
949,4.247,0.5733,4.234,0.5785
950,4.324,0.5519,4.323,0.5584
951,4.257,0.5681,4.254,0.5759
952,4.189,0.6125,4.185,0.6164
953,4.421,0.4256,4.388,0.4345
954,3.875,0.6493,3.866,0.6528
955,4.704,0.4408,4.699,0.4558
956,4.732,0.4308,4.699,0.4347
957,4.804,0.4676,4.804,0.4676
958,3.679,0.6736,3.674,0.6772
959,4.015,0.3151,3.961,0.3297
960,4.167,0.2867,4.158,0.2885
961,4.544,0.254,4.406,0.2676
962,4.039,0.2826,4.001,0.3043
963,3.84,0.2833,3.814,0.2887
964,3.725,0.2963,3.725,0.2963
965,4.452,0.2744,4.19,0.2882
966,4.053,0.2958,3.913,0.3022
967,4.365,0.2781,4.359,0.2794
968,4.084,0.3016,4.04,0.3087
969,3.753,0.359,3.729,0.3591
970,4.381,0.2803,4.266,0.3077
971,4.215,0.3104,4.215,0.3104
972,3.941,0.3035,3.933,0.3091
973,3.754,0.3575,3.696,0.3602
974,4.236,0.2966,3.977,0.3074
975,4.184,0.295,4.04,0.3087
976,4.111,0.3406,4.109,0.3425
977,4.083,0.3169,4.083,0.3169
978,4.03,0.3029,3.977,0.3097
979,3.305,0.5616,3.29,0.5657
980,4.546,0.4579,4.533,0.4635
981,4.323,0.3354,4.302,0.3532
982,4.286,0.4692,4.286,0.4692
983,4.33,0.4558,4.32,0.4724
984,4.51,0.4377,4.407,0.4491
985,4.547,0.4187,4.455,0.4408
986,4.405,0.4421,4.347,0.4837
987,4.539,0.4407,4.539,0.4407
988,4.528,0.4282,4.502,0.4333
989,4.559,0.4222,4.542,0.4397
990,4.661,0.4172,4.661,0.4172
991,4.608,0.4304,4.6,0.434
992,4.602,0.4658,4.602,0.4658
993,3.251,0.5709,3.22,0.5713
994,3.373,0.5298,3.369,0.5419
995,3.726,0.7038,3.705,0.7045
996,3.665,0.656,3.625,0.6596
997,4.282,0.5428,4.161,0.5447
998,4.237,0.5478,4.183,0.5536
999,4.255,0.5543,4.25,0.5627
1000,6.117,0.2392,6.117,0.2392
1001,7.552,0.1769,7.511,0.2735
1002,6.422,0.4078,6.422,0.4078
1003,6.612,0.4082,6.612,0.4082
1004,6.264,0.5685,6.231,0.614
1005,6.795,0.7197,6.573,0.8076
1006,6.903,0.8109,6.903,0.8109
1007,6.926,0.767,6.926,0.767
1008,6.88,0.6965,6.88,0.6965
1009,8.108,0.2223,8.108,0.2223
1010,8.075,0.1997,6.387,0.213
1012,7.68,0.1428,7.68,0.1428
1013,8.305,0.1502,8.305,0.1502
1015,7.782,0.1977,5.626,0.2087
1017,8.099,0.1188,8.029,0.1613
1018,8.233,0.1109,8.099,0.1593
1019,8.305,0.1571,7.973,0.1808
1020,8.116,0.2612,8.116,0.2612
1021,7.446,0.2567,7.438,0.2845
1022,7.945,0.1428,7.945,0.1428
1023,8.032,0.1098,7.009,0.1745
1025,8.121,0.17,8.121,0.17
1026,8.217,0.1145,5.84,0.1449
1028,7.674,0.2239,6.209,0.3006
1029,7.672,0.189,7.327,0.2065
1030,8.327,0.1523,7.858,0.1682
1032,8.259,0.136,8.069,0.2053
1033,7.25,0.2117,6.903,0.2156
1034,8.099,0.1607,6.458,0.2206
1035,7.016,0.1304,6.887,0.1943
1036,7.365,0.1344,5.684,0.24
1037,7.969,0.1497,7.969,0.1497
1038,8.533,0.2822,8.533,0.2822
1039,6.99,0.2337,6.99,0.2337
1042,7.569,0.1803,7.569,0.1803
1043,6.658,0.7285,6.551,0.7418
1044,6.4,0.5797,6.4,0.5797
1045,7.042,0.9469,7.028,0.9536
1046,7.198,0.2261,7.064,0.2391
1047,5.581,0.6448,5.581,0.6448
1048,5.604,0.5852,5.604,0.5852
1049,6.191,0.5861,5.943,0.5963
1050,5.936,0.5475,5.846,0.67
1051,7.271,0.1799,7.073,0.1857
1052,6.99,0.7199,6.99,0.7199
1053,5.753,0.7206,5.753,0.7206
1054,7.834,0.3628,7.834,0.3628
1056,8.428,0.2098,8.156,0.2214
1057,8.227,0.1992,8.227,0.1992
1059,6.89,0.4383,6.887,0.6192
1060,7.578,0.5428,7.578,0.5428
1061,5.665,0.2719,5.665,0.2719
1062,7.745,0.3766,7.745,0.3766
1063,6.901,0.1926,5.433,0.2538
1064,7.947,0.224,7.703,0.2293
1065,8.141,0.6626,8.141,0.6626
1066,7.538,0.3566,7.516,0.3899
1067,6.561,0.1943,6.211,0.28
1068,7.187,0.2353,6.998,0.256
1069,7.442,0.8669,7.442,0.8669
1070,5.42,0.3561,4.723,0.4317
1071,7.532,0.1938,5.212,0.206
1072,5.897,0.1707,5.099,0.2495
1073,8.013,0.5967,7.979,0.657
1074,6.984,0.4094,6.207,0.4377
1075,6.79,0.8193,6.79,0.8193
1076,5.69,0.1356,5.247,0.1729
1077,5.312,0.2411,4.702,0.4374
1078,6.892,0.3003,5.891,0.4311
1079,7.635,0.3119,7.105,0.3629
1080,6.992,0.2706,6.015,0.3549
1081,7.053,0.1452,6.49,0.1638
1082,6.559,0.659,6.559,0.659
1083,7.548,0.3748,7.411,0.4478
1084,6.034,0.7261,6.034,0.7261
1086,5.384,0.4594,4.534,0.5229
1087,6.837,0.2707,6.313,0.321
1088,7.947,0.7476,7.947,0.7476
1089,7.021,0.0757,5.549,0.216
1090,6.892,0.4777,6.866,0.5576
1091,6.239,0.3822,6.239,0.3822
1092,6.831,0.2905,6.711,0.3822
1093,7.782,0.3685,7.594,0.4336
1094,7.464,0.2026,6.495,0.3194
1095,5.857,0.6701,5.697,0.7454
1096,7.075,0.2037,6.559,0.3323
1097,7.323,0.3919,7.323,0.3919
1098,6.836,0.2435,6.615,0.2784
1099,6.566,0.1833,5.383,0.2321
1100,6.872,0.2932,6.85,0.3502
1101,7.44,0.6426,7.44,0.6426
1102,5.978,0.375,5.966,0.4183
1103,6.844,0.2268,6.214,0.3313
1104,8.245,0.4535,8.245,0.4535
1105,6.845,0.1886,6.845,0.1886
1106,6.932,0.2662,6.583,0.3104
1107,6.215,0.8742,6.215,0.8742
1108,6.653,0.1087,6.547,0.2833
1109,8.135,0.4453,8.128,0.4555
1110,7.557,0.6135,7.557,0.6135
1111,7.055,0.3801,7.055,0.3801
1112,7.353,0.7789,7.325,0.8149
1113,7.978,0.1785,7.407,0.3809
1114,7.325,0.4484,7.325,0.4484
1115,5.612,0.3432,5.612,0.3432
1116,5.694,0.72,5.694,0.72
1117,5.604,0.1956,5.471,0.3489
1118,7.858,0.3365,7.858,0.3365
1119,6.685,0.2576,6.53,0.2913
1120,8.29,0.1827,6.956,0.2883
1121,7.238,0.3227,6.953,0.3529
1122,7.806,0.3106,7.806,0.3106
1123,8.247,0.4627,8.247,0.4627
1124,7.07,0.2684,6.953,0.3989
1125,8.032,0.2787,7.453,0.2839
1126,6.631,0.2818,5.764,0.3819
1127,8.038,0.3226,7.146,0.3418
1128,6.048,0.1382,4.37,0.2607
1129,7.279,0.311,7.221,0.3554
1131,7.527,0.5382,7.527,0.5382
1132,7.578,0.2229,7.578,0.2229
1133,6.765,0.2187,6.166,0.2717
1134,5.97,0.1579,4.154,0.2389
1135,6.478,0.2507,6.478,0.2507
1136,6.56,0.8664,6.56,0.8664
1137,6.547,0.178,6.542,0.2064
1138,8.011,0.5861,8.011,0.5861
1139,7.741,0.624,7.741,0.624
1140,6.545,0.2043,6.175,0.2382
1141,6.191,0.1586,6.191,0.1586
1142,7.186,0.169,7.186,0.169
1143,6.724,0.352,6.296,0.369
1144,7.582,0.4843,7.582,0.4843
1145,8.001,0.1849,7.514,0.2692
1146,5.905,0.3352,4.963,0.4146
1147,6.481,0.1811,6.23,0.3408
1148,6.811,0.1612,4.75,0.2148
1149,8.386,0.2901,8.386,0.2901
1150,8.162,0.2177,7.523,0.3236
1151,6.298,0.3026,5.305,0.4059
1152,7.805,0.2767,7.596,0.3115
1153,6.461,0.2998,6.461,0.2998
1154,7.876,0.3417,7.658,0.4667
1155,5.455,0.5294,5.433,0.5333
1156,8.03,0.2368,7.725,0.2647
1157,6.797,0.1058,6.063,0.166
1158,7.552,0.45,7.321,0.4912
1159,6.415,0.4844,6.415,0.4844
1160,5.744,0.2774,5.406,0.3432
1161,6.967,0.4256,6.861,0.5244
1162,6.056,0.2102,6.056,0.2102
1163,6.859,0.2136,5.814,0.2363
1164,5.466,0.3729,5.007,0.5631
1165,6.54,0.4344,6.382,0.6831
1166,6.816,0.3135,5.284,0.3318
1167,6.607,0.3441,6.607,0.3441
1168,8.239,0.3411,8.117,0.3896
1169,6.948,0.4333,6.31,0.5325
1170,5.823,0.4699,5.823,0.4699
1171,6.098,0.436,6.098,0.436
1172,6.359,0.356,6.284,0.3705
1173,7.431,0.1952,6.849,0.4294
1174,6.775,0.6691,6.775,0.6691
1175,5.802,0.8027,5.746,0.8803
1176,7.095,0.318,7.02,0.4167
1177,7.929,0.6883,7.929,0.6883
1178,7.12,0.4397,7.12,0.4397
1179,6.657,0.5414,6.437,0.5798
1180,7.703,0.924,7.703,0.924
1181,6.528,0.1564,5.737,0.2742
1182,8.418,0.3124,8.418,0.3124
1183,8.499,0.4381,8.499,0.4381
1184,7.521,0.326,7.521,0.326
1185,6.222,0.1728,5.702,0.1854
1186,6.343,0.2987,6.343,0.2987
1187,7.0,0.8339,7.0,0.8339
1188,7.119,0.6362,7.109,0.6511
1189,7.369,0.4104,7.217,0.4858
1190,6.223,0.1645,6.0,0.1928
1191,7.862,0.631,7.862,0.631
1192,6.987,0.6585,6.987,0.6585
1193,8.762,0.1674,8.708,0.1976
1194,7.461,0.2313,6.055,0.3144
1195,7.565,0.7664,7.565,0.7664
1196,7.231,0.5098,7.179,0.5494
1197,8.108,0.2595,8.108,0.2595
1198,7.155,0.1545,6.095,0.229
1199,8.351,0.2785,7.211,0.3098
1201,7.984,0.3892,7.918,0.5085
1202,7.439,0.7152,7.439,0.7152
1203,7.544,0.4249,7.544,0.4249
1204,6.979,0.3702,6.14,0.56
1205,5.938,0.7607,5.938,0.7607
1206,7.723,0.8433,7.723,0.8433
1207,7.807,0.7472,7.807,0.7472
1208,7.161,0.3808,7.14,0.777
1209,8.148,0.3109,8.148,0.3109
1210,5.802,0.3945,5.781,0.4097
1211,6.396,0.6948,6.396,0.6948
1212,6.397,0.3099,6.219,0.502
1213,6.201,0.5818,6.201,0.5818
1214,6.92,0.4356,6.852,0.4432
1215,6.716,0.1564,5.85,0.368
1216,8.263,0.971,8.263,0.971
1217,5.606,0.3799,5.402,0.559
1218,6.114,0.3201,5.899,0.4377
1219,5.992,0.2376,4.433,0.2413
1220,5.414,0.3264,5.356,0.5444
1221,7.042,0.2159,6.869,0.2384
1222,7.237,0.1976,7.237,0.1976
1223,6.693,0.3027,5.864,0.3532
1224,6.325,0.242,6.248,0.2794
1225,7.505,0.2869,7.183,0.3448
1226,7.812,0.2276,7.677,0.3266
1227,7.482,0.3561,7.303,0.4543
1228,5.971,0.2601,5.625,0.3
1229,7.83,0.3556,7.83,0.3556
1230,5.961,0.1985,5.847,0.3154
1231,6.06,0.1211,4.966,0.1822
1232,7.181,0.9461,7.181,0.9461
1233,6.528,0.199,4.694,0.3677
1234,6.89,0.2069,6.639,0.2279
1235,6.835,0.2428,5.514,0.3494
1236,7.021,0.2305,6.533,0.4283
1237,5.625,0.4678,5.513,0.5946
1238,5.721,0.1518,5.283,0.2173
1239,5.699,0.205,5.282,0.2063
1240,7.078,0.6271,7.078,0.6271
1241,6.87,0.3154,6.87,0.3154
1242,8.002,0.2987,7.898,0.3376
1243,8.406,0.5296,8.406,0.5296
1244,8.177,0.4299,7.87,0.6036
1245,7.606,0.1701,6.811,0.1711
1246,5.604,0.3981,5.604,0.3981
1247,6.24,0.1741,6.091,0.3026
1248,6.982,0.1958,5.775,0.3065
1249,7.517,0.229,7.517,0.229
1250,6.757,0.8109,6.689,0.8213
1251,6.828,0.41,6.828,0.41
1252,6.143,0.1083,4.062,0.244
1253,5.672,0.6308,5.672,0.6308
1254,7.732,0.1759,7.435,0.2035
1255,6.931,0.1684,5.208,0.266
1256,6.465,0.235,6.465,0.235
1257,7.796,0.5298,7.796,0.5298
1258,6.585,0.3063,5.712,0.3746
1259,7.248,0.1645,6.139,0.1947
1260,7.53,0.3652,7.53,0.3652
1261,6.719,0.7347,6.58,0.7681
1262,6.336,0.4632,6.302,0.6743
1263,7.17,0.1436,6.76,0.1851
1264,7.048,0.6439,6.684,0.6474
1265,6.94,0.4872,6.94,0.4872
1266,6.414,0.4376,6.16,0.5315
1267,7.696,0.9507,7.696,0.9507
1268,6.396,0.2475,6.171,0.2981
1269,6.5,0.3406,4.646,0.3845
1270,8.103,0.2431,8.103,0.2431
1271,7.034,0.3548,7.034,0.3548
1272,6.273,0.3734,6.273,0.3734
1273,6.174,0.3471,5.292,0.388
1274,6.404,0.7451,6.404,0.7451
1275,7.352,0.2477,6.912,0.4385
1276,8.06,0.6719,8.06,0.6719
1277,5.721,0.398,5.721,0.398
1278,6.822,0.2682,6.444,0.4016
1279,6.269,0.1227,5.608,0.1529
1280,7.672,0.4437,7.672,0.4437
1281,6.744,0.4204,6.538,0.5776
1282,6.336,0.231,5.634,0.3184
1283,7.666,0.8262,7.666,0.8262
1284,5.891,0.1546,5.761,0.1733
1285,6.878,0.3973,6.878,0.3973
1286,7.223,0.2018,7.006,0.3053
1287,8.153,0.498,8.153,0.498
1288,7.789,0.2341,6.789,0.3552
1289,6.125,0.1729,5.18,0.275
1290,7.489,0.5182,7.377,0.5275
1291,7.833,0.3168,7.323,0.6513
1292,8.059,0.4327,7.356,0.5038
1293,6.172,0.2814,5.43,0.3518
1295,6.884,0.4418,6.884,0.4418
1296,7.874,0.5908,7.759,0.6586
1297,6.874,0.2567,6.874,0.2567
1298,7.084,0.5854,6.874,0.5856
1299,7.323,0.1499,6.536,0.2571
1300,5.855,0.7896,5.802,0.7957
1301,7.303,0.2845,7.077,0.4048
1302,7.698,0.5159,6.944,0.5401
1303,8.088,0.2217,7.332,0.2693
1304,6.621,0.3771,6.621,0.3771
1305,7.218,0.2556,7.218,0.2556
1306,6.62,0.206,6.354,0.3444
1307,7.884,0.6707,7.884,0.6707
1308,5.458,0.255,4.729,0.5152
1309,6.38,0.2236,6.193,0.3997
1310,6.601,0.3576,6.601,0.3576
1311,7.27,0.4141,7.174,0.4168
1312,7.127,0.1458,6.598,0.2543
1314,6.9,0.1139,6.646,0.1531
1315,7.522,0.3058,6.298,0.3564
1316,7.514,0.1637,7.376,0.2482
1317,6.961,0.5883,6.835,0.7305
1318,6.855,0.626,6.855,0.626
1319,6.695,0.8501,6.695,0.8501
1320,5.565,0.2301,4.296,0.2701
1321,7.98,0.1816,7.715,0.2179
1322,6.933,0.1621,6.612,0.2152
1323,7.215,0.2492,7.075,0.3789
1324,6.986,0.3,6.301,0.3343
1325,7.187,0.6639,7.187,0.6639
1326,6.822,0.3304,6.822,0.3304
1327,6.607,0.2613,5.821,0.3542
1328,7.919,0.9549,7.919,0.9549
1329,6.792,0.7596,6.792,0.7596
1330,6.581,0.2724,5.728,0.3021
1331,6.77,0.4718,6.668,0.5796
1332,6.218,0.3565,4.405,0.396
1333,8.15,0.2112,8.15,0.2112
1334,5.893,0.3612,5.836,0.3725
1335,7.678,0.8266,7.617,0.8269
1336,7.45,0.7632,7.418,0.8688
1337,5.752,0.3745,5.727,0.4715
1338,8.26,0.419,8.26,0.419
1339,8.27,0.2254,8.263,0.2265
1341,8.652,0.3443,8.652,0.3443
1342,8.286,0.261,8.286,0.261
1343,8.676,0.3932,8.676,0.3932
1344,7.826,0.2886,7.755,0.3645
1346,7.885,0.2503,7.885,0.2503
1347,7.823,0.174,6.843,0.2569
1349,8.561,0.2375,8.561,0.2375
1351,8.266,0.2485,8.266,0.2485
1352,8.237,0.45,8.237,0.45
1353,8.177,0.2913,8.177,0.2913
1354,8.497,0.2077,7.184,0.2081
1355,8.494,0.2825,8.471,0.2985
1357,8.355,0.2284,8.355,0.2284
1358,6.705,0.2823,6.646,0.3064
1359,7.177,0.3281,7.177,0.3281
1360,6.537,0.1912,6.431,0.3424
1361,6.746,0.4197,6.746,0.4197
1362,7.052,0.4267,6.996,0.494
1363,5.825,0.4318,5.768,0.5114
1365,6.361,0.8224,6.361,0.8224
1366,7.323,0.2656,7.082,0.5164
1367,5.804,0.7499,5.804,0.7499
1368,5.981,0.7869,5.874,0.8687
1369,5.699,0.8589,5.699,0.8589
1370,6.814,0.919,6.814,0.919
1371,6.907,0.7505,6.907,0.7505
1372,7.603,0.1778,7.512,0.3031
1373,7.133,0.39,7.133,0.39
1374,6.901,0.5859,6.901,0.5859
1375,6.711,0.4657,6.711,0.4657
1376,7.218,0.3448,7.188,0.4175
1377,6.987,0.5359,6.987,0.5359
1378,6.68,0.8917,6.68,0.8917
1379,8.537,0.186,8.179,0.28
1380,8.188,0.1355,7.38,0.2805
1381,6.362,0.8228,6.33,0.8397
1382,6.487,0.7893,6.419,0.8181
1383,6.109,0.425,6.109,0.425
1384,6.315,0.6225,6.315,0.6225
1385,6.288,0.7967,6.288,0.7967
1386,6.688,0.7892,6.688,0.7892
1387,6.582,0.7377,6.434,0.7385
1388,5.834,0.7856,5.834,0.7856
1389,6.473,0.7963,6.288,0.8049
1390,6.381,0.7819,6.379,0.8157
1391,6.048,0.7249,5.816,0.7457
1392,6.379,0.5282,6.358,0.6577
1393,6.183,0.8831,6.183,0.8831
1394,6.48,0.7523,6.413,0.8179
1395,6.55,0.8396,6.471,0.9038
1396,6.421,0.7806,6.318,0.8703
1397,6.81,0.8987,6.81,0.8987
1398,6.268,0.7911,6.178,0.8858
1401,7.639,0.3802,7.578,0.3936
1402,6.459,0.9104,6.459,0.9104
1403,6.412,0.8033,6.412,0.8033
1404,7.239,0.4195,7.239,0.4195
1405,7.136,0.736,7.04,0.7475
1406,7.065,0.8855,7.065,0.8855
1407,6.264,0.8341,6.264,0.8341
1408,6.642,0.879,6.639,0.8829
1409,6.64,0.7771,6.64,0.7771
1410,7.014,0.8976,7.014,0.8976
1411,6.3,0.8234,6.3,0.8234
1412,6.855,0.8935,6.855,0.8935
1413,7.046,0.7957,7.046,0.7957
1414,6.98,0.6623,6.98,0.6623
1415,6.584,0.4099,6.584,0.4099
1416,6.888,0.9164,6.888,0.9164
1417,7.416,0.6779,7.416,0.6779
1418,7.004,0.6243,6.939,0.6492
1421,8.246,0.1394,7.159,0.2232
1422,6.682,0.2661,6.682,0.2661
1423,6.596,0.3397,6.596,0.3397
1424,5.813,0.8521,5.813,0.8521
1425,6.854,0.8568,6.854,0.8568
1426,6.687,0.2578,6.665,0.27
1427,7.024,0.3886,6.697,0.4006
1428,7.681,0.2377,7.521,0.2775
1429,7.655,0.2484,7.503,0.3044
1430,8.301,0.2052,7.682,0.2751
1432,6.175,0.4366,6.175,0.4366
1433,6.962,0.3179,6.931,0.3925
1434,7.986,0.1159,7.793,0.1323
1435,7.838,0.4415,7.838,0.4415
1436,6.537,0.2606,6.275,0.3304
1437,6.54,0.3124,5.791,0.4517
1438,6.59,0.2657,6.424,0.396
1439,7.01,0.2438,6.933,0.387
1440,7.128,0.2909,7.128,0.2909
1441,6.783,0.2213,5.178,0.4154
1442,7.148,0.1929,6.973,0.3248
1443,7.733,0.1983,6.973,0.2562
1444,5.859,0.5831,5.804,0.5912
1445,7.54,0.3335,7.54,0.3335
1446,8.09,0.3121,8.09,0.3121
1447,7.771,0.326,7.771,0.326
1448,7.7,0.3702,7.7,0.3702
1449,7.338,0.2651,7.321,0.3303
1450,7.404,0.2349,6.769,0.3062
1451,7.293,0.1709,7.279,0.2088
1452,7.468,0.2498,7.468,0.2498
1453,7.309,0.1338,7.026,0.1678
1454,7.79,0.3098,7.79,0.3098
1455,7.932,0.3767,7.932,0.3767
1456,7.938,0.2546,7.786,0.2891
1457,7.786,0.2918,7.786,0.2918
1458,7.654,0.2164,6.893,0.2856
1459,7.728,0.14,6.257,0.2
1460,7.557,0.2879,6.994,0.3155
1461,7.783,0.3767,7.783,0.3767
1462,7.701,0.1528,7.64,0.2485
1463,7.932,0.341,7.895,0.3846
1464,7.93,0.2962,7.93,0.2962
1465,8.067,0.3524,8.067,0.3524
1466,8.145,0.4155,8.145,0.4155
1467,8.077,0.363,8.077,0.363
1468,7.732,0.1695,7.509,0.3481
1469,7.698,0.1454,7.698,0.1454
1470,7.361,0.1245,7.172,0.2462
1471,7.559,0.1716,7.532,0.2024
1472,7.49,0.243,7.49,0.243
1473,7.583,0.1895,7.548,0.2532
1474,7.625,0.1153,7.365,0.2125
1475,7.535,0.1998,6.649,0.211
1476,7.468,0.2133,7.468,0.2133
1479,7.621,0.148,7.313,0.2485
1480,7.852,0.1863,6.511,0.2965
1481,7.853,0.1582,7.341,0.22
1483,8.178,0.2288,7.553,0.3913
1487,8.192,0.16,7.669,0.2948
1488,8.839,0.305,8.839,0.305
1489,8.693,0.1155,8.587,0.215
1504,8.37,0.2365,8.37,0.2365
1505,7.796,0.1711,7.791,0.1936
1506,8.113,0.186,8.113,0.186
1507,7.177,0.1188,6.643,0.3825
1508,7.535,0.1789,7.535,0.1789
1509,7.456,0.1497,6.947,0.1575
1510,7.121,0.2272,7.121,0.2272
