filename,affinity_qvina
ligand_1488.log,36.2
ligand_195.log,34.1
ligand_1563.log,5.8
ligand_193.log,69.5
ligand_237.log,60.3
ligand_1402.log,84.7
ligand_1606.log,69.4
ligand_1521.log,39.5
ligand_141.log,85.3
ligand_1564.log,62.9
ligand_1485.log,36.7
ligand_199.log,60.6
ligand_1399.log,94.9
ligand_1522.log,41.3
ligand_1414.log,61.0
ligand_1560.log,40.4
ligand_1602.log,62.7
ligand_197.log,36.9
ligand_23.log,62.6
ligand_146.log,97.2
ligand_207.log,60.3
ligand_1528.log,37.0
ligand_1396.log,100.1
ligand_24.log,54.9
ligand_1427.log,88.7
ligand_1567.log,37.0
ligand_148.log,77.9
ligand_204.log,54.7
ligand_1603.log,59.0
ligand_259.log,25.2
ligand_1529.log,45.3
ligand_218.log,4.0
ligand_13.log,21.8
ligand_1489.log,13.1
ligand_261.log,7.9
ligand_217.log,54.5
ligand_1433.log,53.7
ligand_1562.log,58.3
ligand_1520.log,38.9
ligand_1398.log,84.4
ligand_260.log,24.3
ligand_1491.log,50.3
ligand_1609.log,64.6
ligand_20.log,47.5
ligand_1437.log,31.1
ligand_264.log,14.4
ligand_151.log,46.3
ligand_157.log,27.5
ligand_209.log,47.1
ligand_1434.log,41.4
ligand_1401.log,97.3
ligand_1574.log,54.8
ligand_268.log,31.6
ligand_1498.log,34.2
ligand_228.log,68.5
ligand_1616.log,63.6
ligand_1442.log,27.4
ligand_1533.log,47.9
ligand_262.log,39.9
ligand_1438.log,44.7
ligand_1497.log,43.3
ligand_291.log,15.3
ligand_30.log,42.5
ligand_1615.log,44.1
ligand_1435.log,45.2
ligand_1571.log,49.1
ligand_269.log,28.1
ligand_1531.log,38.4
ligand_1495.log,32.5
ligand_294.log,20.6
ligand_222.log,17.6
ligand_1439.log,47.2
ligand_263.log,28.2
ligand_173.log,78.3
ligand_309.log,83.1
ligand_1541.log,36.0
ligand_1573.log,57.3
ligand_143.log,81.1
ligand_220.log,15.3
ligand_1490.log,31.2
ligand_265.log,23.5
ligand_161.log,67.2
ligand_236.log,74.9
ligand_1543.log,123.7
ligand_25.log,85.2
ligand_1444.log,40.7
ligand_1494.log,29.5
ligand_28.log,45.6
ligand_1572.log,61.6
ligand_1445.log,51.5
ligand_271.log,32.4
ligand_1532.log,33.7
ligand_296.log,18.2
ligand_1617.log,71.0
ligand_1443.log,41.6
ligand_1492.log,14.5
ligand_273.log,51.7
ligand_221.log,14.2
ligand_293.log,15.9
ligand_1441.log,33.1
ligand_14.log,112.9
ligand_1536.log,53.4
ligand_1570.log,69.2
ligand_267.log,18.5
ligand_22.log,99.9
ligand_297.log,18.5
ligand_1612.log,38.4
ligand_1446.log,48.7
ligand_290.log,29.8
ligand_1586.log,43.7
ligand_272.log,32.4
ligand_1545.log,105.0
ligand_1436.log,36.6
ligand_1493.log,32.9
ligand_289.log,32.7
ligand_26.log,47.4
ligand_1610.log,74.2
ligand_1447.log,51.8
ligand_21.log,39.4
ligand_1537.log,37.4
ligand_1582.log,52.9
ligand_295.log,14.5
ligand_1496.log,21.7
ligand_219.log,30.8
ligand_1440.log,45.4
ligand_29.log,65.8
ligand_266.log,40.3
ligand_1448.log,38.6
ligand_1499.log,29.5
ligand_1535.log,39.0
ligand_229.log,66.2
ligand_1614.log,4.4
ligand_1591.log,33.9
ligand_1613.log,85.9
ligand_298.log,19.0
ligand_1449.log,37.7
ligand_270.log,22.9
ligand_1501.log,41.6
ligand_153.log,69.4
ligand_299.log,20.1
ligand_1453.log,52.0
ligand_27.log,15.6
ligand_170.log,91.7
ligand_1594.log,55.5
ligand_292.log,19.8
ligand_1454.log,48.0
ligand_1500.log,33.0
ligand_274.log,20.3
ligand_223.log,23.0
ligand_1539.log,41.3
ligand_313.log,32.8
ligand_239.log,70.1
ligand_278.log,5.6
ligand_149.log,100.7
ligand_174.log,83.1
ligand_1451.log,44.0
ligand_1540.log,37.0
ligand_280.log,32.8
ligand_31.log,49.5
ligand_1587.log,62.8
ligand_1452.log,42.0
ligand_1503.log,45.4
ligand_279.log,13.7
ligand_16.log,41.4
ligand_318.log,57.4
ligand_1534.log,48.2
ligand_144.log,119.8
ligand_337.log,29.5
ligand_282.log,45.7
ligand_1618.log,60.0
ligand_1584.log,46.7
ligand_320.log,52.7
ligand_1508.log,30.5
ligand_348.log,35.8
ligand_276.log,19.1
ligand_1542.log,121.3
ligand_321.log,45.4
ligand_162.log,61.5
ligand_376.log,15.8
ligand_343.log,8.8
ligand_1502.log,40.2
ligand_312.log,18.3
ligand_158.log,42.1
ligand_285.log,36.3
ligand_374.log,22.4
ligand_33.log,43.6
ligand_1592.log,58.4
