filename,affinity_qvina
ligand_1462.log,2.7
ligand_112.log,-7.4
ligand_1403.log,-9.5
ligand_1272.log,-6.9
ligand_1333.log,2.0
ligand_1526.log,-0.0
ligand_1400.log,2.7
ligand_11.log,-5.7
ligand_1129.log,-1.7
ligand_1275.log,-7.1
ligand_1047.log,-6.7
ligand_133.log,-2.7
ligand_1473.log,8.9
ligand_1048.log,-7.0
ligand_103.log,-8.3
ligand_1128.log,-0.9
ligand_1279.log,1.8
ligand_13.log,-5.1
ligand_1198.log,12.9
ligand_1132.log,-7.7
ligand_1040.log,1.8
ligand_1278.log,3.0
ligand_1332.log,-2.5
ligand_1524.log,-2.8
ligand_1480.log,-7.6
ligand_1202.log,-7.6
ligand_1134.log,-3.6
ligand_1339.log,-6.3
ligand_1276.log,-5.7
ligand_1405.log,-8.9
ligand_1137.log,-8.1
ligand_1208.log,-7.4
ligand_1409.log,-8.3
ligand_1478.log,13.3
ligand_1045.log,-8.0
ligand_1133.log,7.2
ligand_1557.log,-3.1
ligand_1344.log,-6.1
ligand_1412.log,-9.9
ligand_1201.log,-5.8
ligand_1520.log,-7.2
ligand_1046.log,-2.0
ligand_1417.log,-7.9
ligand_1138.log,-1.8
ligand_1559.log,-2.2
ligand_1345.log,-1.7
ligand_1471.log,3.1
ligand_1521.log,-2.0
ligand_1206.log,-6.5
ligand_1413.log,-7.7
ligand_1050.log,-7.6
ligand_113.log,-8.4
ligand_1207.log,-7.9
ligand_155.log,-3.8
ligand_1049.log,-9.1
ligand_1621.log,-1.9
ligand_1475.log,-3.1
ligand_1418.log,-8.4
ligand_1199.log,-4.2
ligand_1051.log,-5.2
ligand_1343.log,-4.5
ligand_1419.log,0.8
ligand_1528.log,-6.7
ligand_1470.log,-4.4
ligand_1563.log,-2.9
ligand_1056.log,-4.6
ligand_1342.log,-4.8
ligand_1620.log,-3.6
ligand_1203.log,-5.1
ligand_1529.log,-8.1
ligand_1693.log,5.5
ligand_1482.log,-2.7
ligand_1209.log,-8.4
ligand_1053.log,-9.0
ligand_1348.log,-0.2
ligand_1699.log,-4.3
ligand_152.log,-3.9
ligand_1561.log,-3.0
ligand_1061.log,1.0
ligand_1622.log,-3.0
ligand_1204.log,-5.8
ligand_1052.log,-9.9
ligand_147.log,-3.5
ligand_1562.log,-2.4
ligand_120.log,-8.3
ligand_1340.log,2.0
ligand_1055.log,-0.5
ligand_1697.log,-3.0
ligand_1533.log,-3.0
ligand_1764.log,-4.2
ligand_162.log,-1.6
ligand_1481.log,-7.5
ligand_1698.log,-4.9
ligand_1567.log,4.2
ligand_1531.log,-2.2
ligand_1058.log,2.6
ligand_1346.log,-6.8
ligand_1773.log,-1.5
ligand_1483.log,-2.2
ligand_1630.log,-1.0
ligand_1530.log,-2.3
ligand_1351.log,-3.7
ligand_16.log,-5.3
ligand_156.log,-8.0
ligand_1772.log,-5.7
ligand_1059.log,-7.3
ligand_1538.log,3.9
ligand_1479.log,1.2
ligand_1565.log,4.1
ligand_169.log,-7.7
ligand_1634.log,-2.6
ligand_1064.log,-5.4
ligand_1837.log,0.4
ligand_1696.log,10.1
ligand_1771.log,-6.0
ligand_1484.log,8.8
ligand_1057.log,-5.1
ligand_1541.log,-3.7
ligand_1631.log,7.9
ligand_1833.log,-1.2
ligand_1572.log,18.8
ligand_1707.log,-5.3
ligand_1536.log,-2.8
ligand_1770.log,2.4
ligand_1476.log,0.5
ligand_1060.log,-7.6
ligand_1632.log,7.2
ligand_1706.log,-6.2
ligand_1846.log,1.7
ligand_1543.log,-2.9
ligand_1062.log,-6.3
ligand_1774.log,-2.8
ligand_1560.log,-4.8
ligand_1472.log,4.8
ligand_1702.log,-5.1
ligand_105.log,-9.0
ligand_1568.log,4.5
ligand_1542.log,-2.7
ligand_1054.log,-1.3
ligand_1839.log,2.2
ligand_1638.log,-2.4
ligand_1477.log,-1.2
ligand_1066.log,-6.5
ligand_1766.log,-5.7
ligand_1540.log,-2.3
ligand_1704.log,-6.0
ligand_1065.log,-7.7
ligand_1474.log,-5.0
ligand_1537.log,-3.9
ligand_1633.log,-3.3
ligand_183.log,-8.9
ligand_1569.log,-0.8
ligand_1765.log,-5.9
ligand_1063.log,-6.8
ligand_1843.log,1.5
ligand_1708.log,-8.3
ligand_1499.log,42.0
ligand_1076.log,0.8
ligand_1532.log,-1.2
ligand_1067.log,-9.2
ligand_1635.log,-3.5
ligand_1570.log,-6.2
ligand_170.log,-4.5
ligand_1778.log,1.6
ligand_1071.log,3.2
ligand_1711.log,-8.4
ligand_1845.log,1.3
ligand_1712.log,1.5
ligand_153.log,-4.1
ligand_1775.log,-5.1
ligand_1636.log,-2.1
ligand_148.log,-1.2
ligand_1075.log,-7.0
ligand_1566.log,-3.3
ligand_1703.log,-5.3
ligand_1840.log,2.7
ligand_1904.log,60.9
ligand_1539.log,-5.0
ligand_1975.log,0.7
ligand_1776.log,-5.0
ligand_163.log,-7.9
ligand_1535.log,4.8
ligand_1637.log,-0.6
ligand_1705.log,-8.0
ligand_1972.log,0.4
ligand_1571.log,-1.2
ligand_1838.log,5.7
ligand_1713.log,-4.3
ligand_1777.log,-3.2
ligand_1976.log,2.0
ligand_1534.log,-3.8
ligand_1641.log,-4.5
ligand_1783.log,-5.8
ligand_1844.log,1.3
ligand_1714.log,1.3
ligand_1978.log,1.5
ligand_1564.log,-3.5
ligand_1547.log,-4.2
ligand_1715.log,-2.6
