Molecule ID,pred_pIC50,pred_pose,pred_pIC50_var,pred_pIC50_p,pred_pose_p,pred_pIC50_var_p
ligand_source_row_966,6.4189453,0.02873844,0.30682755,6.4189453,0.02873844,0.30682755
ligand_source_row_967,6.770508,0.6645549,0.019209543,6.770508,0.6645549,0.019209543
ligand_source_row_968,7.3710938,0.7305033,0.016489664,7.3710938,0.7305033,0.016489664
ligand_source_row_969,7.444336,0.76801735,0.01899592,7.444336,0.76801735,0.01899592
ligand_source_row_97,7.810547,0.6902151,0.39820862,7.810547,0.6902151,0.39820862
ligand_source_row_970,7.4472656,0.87074924,0.033513386,7.4472656,0.87074924,0.033513386
ligand_source_row_971,7.2109375,0.7364523,0.06793213,7.2109375,0.7364523,0.06793213
ligand_source_row_972,7.5898438,0.62374556,0.16000366,7.5898438,0.62374556,0.16000366
ligand_source_row_973,7.2109375,0.6211574,0.060068768,7.2109375,0.6211574,0.060068768
ligand_source_row_974,6.939453,0.52518004,0.026128134,6.939453,0.52518004,0.026128134
ligand_source_row_975,7.6503906,0.45534983,0.2620697,7.6503906,0.45534983,0.2620697
ligand_source_row_976,7.7890625,0.6526073,0.07446289,7.7890625,0.6526073,0.07446289
ligand_source_row_977,7.5253906,0.6108125,0.03357442,7.5253906,0.6108125,0.03357442
ligand_source_row_978,7.4882812,0.6431599,0.100738525,7.4882812,0.6431599,0.100738525
ligand_source_row_979,7.3564453,0.6530298,0.10517756,7.3564453,0.6530298,0.10517756
ligand_source_row_98,8.055664,0.7822877,0.02744929,8.055664,0.7822877,0.02744929
ligand_source_row_980,7.3623047,0.7214452,0.0998675,7.3623047,0.7214452,0.0998675
ligand_source_row_981,7.6679688,0.80213475,0.031188965,7.6679688,0.80213475,0.031188965
ligand_source_row_982,7.620117,0.8271804,0.0332578,7.620117,0.8271804,0.0332578
ligand_source_row_983,7.7539062,0.8454546,0.04139201,7.7539062,0.8454546,0.04139201
ligand_source_row_984,6.375,0.14510882,0.08602905,6.375,0.14510882,0.08602905
ligand_source_row_985,6.526367,0.75535274,0.31921768,6.526367,0.75535274,0.31921768
ligand_source_row_986,6.663086,0.89434934,0.051761627,6.663086,0.89434934,0.051761627
ligand_source_row_987,6.2373047,0.84423846,0.079512276,6.2373047,0.84423846,0.079512276
ligand_source_row_99,7.9453125,0.73903704,0.19603474,7.9453125,0.73903704,0.19603474
ligand_source_row_999,7.6240234,0.85224384,0.061028797,7.6240234,0.85224384,0.061028797
