ligand_id,log_ic50,IC50_uM,deltaG_kcalmol,binding_probability,error
L9,1.1007118225097656,12.609905226325786,6.68262907409668,0.3493548631668091,
L10,2.0394928455352783,109.51985131764869,5.4021317586898805,0.5535181760787964,
L11,1.7223942279815674,52.77086681725885,5.834654273033142,0.5166377425193787,
L12,1.5473463535308838,35.265200188644855,6.073419573783875,0.39634037017822266,
L13,1.0615034103393555,11.521351070424656,6.73610934829712,0.5751959085464478,
L14,0.6647208333015442,4.620838960376605,7.277320783376695,0.6986274123191833,
L17,0.9117717742919922,8.161533626147245,6.940343299865723,0.41390714049339294,
L18,0.9556746482849121,9.02972758223162,6.880459779739381,0.4888707995414734,
L19,1.1936390399932861,15.618489861001052,6.555876349449158,0.5402669310569763,
L20,1.108011245727539,12.823637880676884,6.672672660827637,0.44477009773254395,
L21,0.30542758107185364,2.0203545082836896,7.767396779417992,0.4830038249492645,
L22,-0.07811853289604187,0.8353749864818882,8.290553678870202,0.3807569146156311,
L23,1.0209280252456665,10.493685045009334,6.791454173564912,0.2737002372741699,
L27,0.8221768736839294,6.640134459108565,7.0625507442951205,0.3974919319152832,
L28,-0.24561648070812225,0.5680460173552218,8.519020879685879,0.40526118874549866,
L29,0.08859439194202423,1.2262934030421426,8.063157249391079,0.314875990152359,
L30,0.9926916360855103,9.833126722545506,6.829968608379365,0.33989760279655457,
L31,-0.2252832055091858,0.5952738360180962,8.49128629231453,0.5523817539215088,
L32,-0.06983628869056702,0.8514589430141408,8.279256697773935,0.6118645668029785,
L33,-0.4898512363433838,0.32370452000387007,8.852157086372376,0.6139113903045654,
L34,1.3178545236587524,20.790001643272657,6.386446429729462,0.4794347882270813,
L36,0.8092125654220581,6.444846313158177,7.0802340607643135,0.3895329236984253,
L37,1.2427129745483398,17.486905961003558,6.488939502716065,0.5386762619018555,
L38,-0.2835550606250763,0.5205290110262766,8.570769102692605,0.6605541110038757,
L39,0.17272213101387024,1.4884084639779198,7.948407013297081,0.6168965697288513,
L40,-0.7624183893203735,0.17281506963588528,9.22393868303299,0.7009884119033813,
L41,0.5828856825828552,3.8272398731286055,7.388943928956986,0.1671246588230133,
