ligand_id,log_ic50,IC50_uM,deltaG_kcalmol,binding_probability,error
L100,0.37502753734588623,2.3715240723160957,7.672462439060212,0.6904901266098022,
L101,0.5100769996643066,3.2365103461449336,7.488254972457886,0.49211937189102173,
L102,0.8439354300498962,6.9812860013312,7.032872073411942,0.316701740026474,
L103,-0.04913114756345749,0.8930357654772278,8.251014885276557,0.6416549682617188,
L104,0.06600676476955414,1.1641441625113758,8.093966772854328,0.6330234408378601,
L105,0.7146871089935303,5.184263998155932,7.209166783332825,0.3167549967765808,
L106,-0.0221782885491848,0.9502146271377582,8.21425118558109,0.2755036950111389,
L107,0.7872227430343628,6.126645374805446,7.11022817850113,0.39507871866226196,
L108,0.4281896650791168,2.680338626695048,7.599949296832086,0.44939953088760376,
L109,-0.005977652966976166,0.9863302368800051,8.192153518646956,0.6032565832138062,
L110,0.6017128229141235,3.99680373843383,7.363263709545136,0.47997525334358215,
L111,0.19407382607460022,1.5634133859750317,7.919283301234246,0.40591099858283997,
L112,0.9501621723175049,8.915838072479927,6.887978796958924,0.36235153675079346,
L113,0.5197082757949829,3.3090876883769336,7.4751179118156434,0.465332955121994,
L114,0.6692651510238647,4.6694437816145165,7.271122334003449,0.45202547311782837,
L115,0.6882822513580322,4.878454416404256,7.245183009147644,0.3553820252418518,
L116,0.8787879943847656,7.564635289037617,6.98533317565918,0.40537118911743164,
L117,0.596966564655304,3.95336182862664,7.369737605810166,0.5949862003326416,
L118,0.4716084599494934,2.9621596376305943,7.5407260606288915,0.3946136236190796,
L119,0.49063488841056824,3.094816391539605,7.514774012207986,0.6095069050788879,
L120,0.18541261553764343,1.532542812152927,7.931097192406655,0.42954736948013306,
L121,0.5522155165672302,3.5662806449968665,7.430778035402298,0.4288210868835449,
L122,0.46583789587020874,2.9230611166326623,7.548597110033036,0.5182929039001465,
L123,0.17660793662071228,1.5017856030387433,7.943106774449349,0.6098416447639465,
L124,0.5125887989997864,3.25528336578664,7.484828878164292,0.672112762928009,
L125,0.8797287940979004,7.581040104303285,6.984049924850464,0.542334794998169,
L126,0.6545983552932739,4.514382516322077,7.291127843379975,0.33352434635162354,
L127,1.1285221576690674,13.443803550977396,6.644695776939392,0.26813167333602905,
L128,0.9456132650375366,8.822938764824123,6.8941835064888,0.28335779905319214,
L129,0.5677465796470642,3.6961243987877044,7.409593665361405,0.621671199798584,
L130,1.0500035285949707,11.220275706157176,6.7517951869964605,0.42541784048080444,
L131,0.8709635138511658,7.429567176513875,6.99600576710701,0.7176414728164673,
