ligand_id,log_ic50,IC50_uM,deltaG_kcalmol,binding_probability,error
L101,0.7020559906959534,5.035655259535916,7.22639562869072,0.5255787968635559,
L100,0.7985577583312988,6.288654835613232,7.094767217636109,0.440579891204834,
L102,-0.2622895836830139,0.5466513391112973,8.541762992143632,0.3274722397327423,
L103,-0.11608508229255676,0.7654466341692966,8.342340052247048,0.4257729947566986,
L104,0.39757615327835083,2.4979063571440654,7.64170612692833,0.34253990650177,
L105,-0.5238789319992065,0.299309890462616,8.898570863246919,0.30671095848083496,
L106,0.46577152609825134,2.922614442579441,7.548687638401986,0.43255195021629333,
L111,1.0492887496948242,11.20182412444713,6.75277014541626,0.5401427745819092,
L112,1.8489515781402588,70.62388074577376,5.662030047416687,0.48163267970085144,
L113,0.37168172001838684,2.3533239788888327,7.677026133894921,0.29141169786453247,
L114,1.437206745147705,27.36571156305854,6.223649999618531,0.4396013021469116,
L115,1.3726611137390137,23.586370363494556,6.311690240859986,0.46744006872177124,
L116,0.09622566401958466,1.2480318363715308,8.052748194277287,0.18260860443115234,
L118,0.8297498226165771,6.756936267609965,7.052221241950989,0.5919184684753418,
L119,1.2474236488342285,17.677614090204965,6.482514142990113,0.4989614486694336,
L120,0.769753098487854,5.885089859644794,7.134056773662568,0.6169347763061523,
L121,1.0736165046691895,11.847221402015647,6.7195870876312265,0.46219247579574585,
L122,0.8255728483200073,6.6922606624762935,7.057918634891511,0.5704754590988159,
L123,0.6036106944084167,4.014308032299944,7.3606750128269205,0.6389228105545044,
L124,0.622809112071991,4.195745254742325,7.334488371133805,0.6321337223052979,
L125,0.6584274172782898,4.554360637350888,7.285905002832413,0.37032365798950195,
L128,0.8427366018295288,6.962041405252768,7.034507275104523,0.4636913537979126,
L129,0.09087800979614258,1.2327585115708253,8.060042394638062,0.18091914057731628,
L130,-0.7355610132217407,0.18383956629432321,9.187305222034455,0.14498940110206604,
L131,0.2124704271554947,1.6310618399361945,7.894190337359905,0.12931185960769653,
L132,-0.6919046640396118,0.203280320121442,9.127757961750032,0.12485989183187485,
L133,0.12961998581886292,1.3477830361172578,8.007198339343072,0.1840544044971466,
L135,0.8866704702377319,7.703187522547656,6.974581478595734,0.4240732789039612,
L136,1.213714361190796,16.357403286059437,6.528493611335755,0.32933637499809265,
L137,0.5460523962974548,3.5160285777607334,7.439184531450272,0.20980238914489746,
L138,1.3895225524902344,24.520117810914986,6.288691238403321,0.183893084526062,
L139,1.002169132232666,10.050071054079114,6.817041303634644,0.2476654350757599,
L140,0.5013855695724487,3.1723826759288185,7.500110083103181,0.27436453104019165,
L141,0.6628704071044922,4.6011925412122885,7.279844764709473,0.364878386259079,
L142,0.9984138011932373,9.963543040186789,6.822163575172425,0.24916091561317444,
L143,0.8000991344451904,6.311013867105053,7.092664780616761,0.28603148460388184,
L144,0.0377751886844635,1.0908755016373965,8.132474642634392,0.5277353525161743,
L145,-0.09267580509185791,0.8078378451589848,8.310409798145296,0.5774050951004028,
L146,-0.19580307602882385,0.6370843312491048,8.451075395703317,0.38121408224105835,
