pValue,smiles,data
8.13,CCN(c1ccc2nc(O)cc(C(F)(F)F)c2c1)C(C)C,AR_ki
7.19,CCCN(CCC)c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,AR_ki
8.36,CCN(CC)c1ccc2nc(O)cc(C(F)(F)F)c2c1,AR_ki
8.28,N#Cc1ccc(N2C(=O)[C@@H]3[C@H](O)CCN3C2=O)c2ccccc12,AR_ki
8.26,N#Cc1ccc(N2C(=O)C3C(O)CCN3C2=O)c2ccccc12,AR_ki
8.82,O=C1[C@@H]2[C@H](O)CCN2C(=O)N1c1ccc([N+](=O)[O-])c2ccccc12,AR_ki
8.46,O=C1C2C(O)CCN2C(=O)N1c1ccc([N+](=O)[O-])c2ccccc12,AR_ki
8.37,O=C1[C@@H]2C[C@@H](O)CN2C(=O)N1c1ccc([N+](=O)[O-])c2ccccc12,AR_ki
8.82,O=C1[C@@H]2C[C@H](O)CN2C(=O)N1c1ccc([N+](=O)[O-])c2ccccc12,AR_ki
8.77,O=C1C2CCCN2C(=O)N1c1ccc([N+](=O)[O-])c2ccccc12,AR_ki
7.62,N#Cc1ccc(N2C(=O)[C@@H]3[C@H]4CC[C@H](C4)N3C2=O)c2ccccc12,AR_ki
9,O=C1[C@@H]2[C@H]3CC[C@H](C3)N2C(=O)N1c1ccc([N+](=O)[O-])c2ccccc12,AR_ki
6.69,O=c1cc(C(F)(F)F)c2cc3c(cc2[nH]1)OCCN3Cc1ccccc1,AR_ki
7.47,N#Cc1ccc(N2C(=O)[C@@H]3[C@H](O)CCN3C2=O)cc1,AR_ki
8.11,N#Cc1ccc(N2C(=O)[C@@H]3[C@H](O)CCN3C2=O)cc1C(F)(F)F,AR_ki
9.3,CC1=C(c2ccc(C#N)c(Cl)c2C)C(=O)N2CC[C@H](O)[C@@H]12,AR_ki
7.64,Cc1c(N2C(=O)N3CC[C@@H](O)[C@H]3[C@H]2C(C)C)ccc(C#N)c1Cl,AR_ki
8.66,Cc1c(N2C(=O)N3CC[C@@H](O)[C@H]3[C@H]2C(F)(F)F)ccc(C#N)c1Cl,AR_ki
8.64,CC[C@@H]1[C@@H]2[C@H](O)CCN2C(=O)N1c1ccc(C#N)c(Cl)c1C,AR_ki
9,Cc1c(N2C(=O)N3CC[C@@H](O)[C@H]3[C@@H]2C(F)(F)F)ccc(C#N)c1Cl,AR_ki
9.15,CC[C@H]1[C@@H]2[C@H](O)CCN2C(=O)N1c1ccc(C#N)c(Cl)c1C,AR_ki
8.54,Cc1c(N2C(=O)N3CC[C@@H](O)[C@H]3[C@@H]2C)ccc(C#N)c1Cl,AR_ki
8.72,Cc1c(N2C(=O)N3CC[C@H](O)[C@H]3[C@H]2C(F)(F)F)ccc(C#N)c1Cl,AR_ki
8.8,CC[C@@H]1[C@@H]2[C@@H](O)CCN2C(=O)N1c1ccc(C#N)c(Cl)c1C,AR_ki
8.4,Cc1c(N2C(=O)N3CC[C@H](O)[C@H]3[C@H]2C)ccc(C#N)c1Cl,AR_ki
9.05,Cc1c(N2C(=O)N3CC[C@H](O)[C@H]3[C@@H]2C(F)(F)F)ccc(C#N)c1Cl,AR_ki
9.05,CC[C@@H]1[C@H]2[C@H](O)CCN2C(=O)N1c1ccc(C#N)c(Cl)c1C,AR_ki
8.82,Cc1c(N2C(=O)N3CC[C@@H](O)[C@@H]3[C@H]2C)ccc(C#N)c1Cl,AR_ki
8.66,Cc1c(N2C[C@@H]3[C@H](O)CC[C@@H]3C2=O)ccc(C#N)c1Cl,AR_ki
8.7,Cc1c(N2C[C@H]3[C@@H](O)CCN3C2=O)ccc(C#N)c1Cl,AR_ki
6.54,COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1sccc1CO)O2)C(C)=CC(C)(C)N3,AR_ki
6.46,CC/C=C(\C)c1ccsc1/C=C1\Oc2ccc(O)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,AR_ki
6.96,CO/N=C(\C)c1ccsc1/C=C1\Oc2ccc(O)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,AR_ki
5.82,COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1sccc1C(C)O)O2)C(C)=CC(C)(C)N3,AR_ki
6.54,COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1sccc1/C(C)=N/O)O2)C(C)=CC(C)(C)N3,AR_ki
5.72,COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1sccc1C(O)C(F)(F)F)O2)C(C)=CC(C)(C)N3,AR_ki
6.82,COCc1ccsc1/C=C1\Oc2ccc(O)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,AR_ki
7.38,CCCc1cc(=O)[nH]c2ccc(N(CC(F)(F)F)CC(F)(F)F)cc12,AR_ki
6.04,COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1cccc(O)c1)O2)C(C)=CC(C)(C)N3,AR_ki
6.24,COc1c(O)ccc2c1-c1ccc3c(c1/C(=C/c1cccc(C)c1)O2)C(C)=CC(C)(C)N3,AR_ki
6.2,COCOCc1cc(F)ccc1/C=C1\Oc2ccc(O)c(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,AR_ki
