pValue,ligand,data
8.03,CCCCCC[C@@H]1C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCC(=O)C=C12,CYP2d6_ki
8.03,CCCCCCCC[C@@H]1C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCC(=O)C=C12,CYP2d6_ki
8.51,C[C@@H]1C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCCC=C12,CYP2d6_ki
8.28,C[C@H]1C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCCC=C12,CYP2d6_ki
7.92,CC(=O)O[C@H]1C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCCC=C12,CYP2d6_ki
7.92,CO[C@H]1C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCCC=C12,CYP2d6_ki
7.92,CC[C@@H]1C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCCC=C12,CYP2d6_ki
7.92,CC(=O)O[C@@H]1C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCCC=C12,CYP2d6_ki
7.92,CO[C@@H]1C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCCC=C12,CYP2d6_ki
7.77,CC1=C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCC(=O)C=C12,CYP2d6_ki
7.77,CCC1=C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCC(=O)C=C12,CYP2d6_ki
7.77,CCCC1=C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCC(=O)C=C12,CYP2d6_ki
7.77,CCCCC1=C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCC(=O)C=C12,CYP2d6_ki
7.77,CCCCCC1=C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCC(=O)C=C12,CYP2d6_ki
7.77,CCCCCCC1=C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCC(=O)C=C12,CYP2d6_ki
7.77,CCCCCCCC1=C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCC(=O)C=C12,CYP2d6_ki
7.77,C[C@@]12CC[C@@H]3[C@H](C=CC4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
8.6,CC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,CYP2d6_ki
8.6,CCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,CYP2d6_ki
8.6,CCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,CYP2d6_ki
8.6,CCCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,CYP2d6_ki
8.6,CCCCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,CYP2d6_ki
8.6,CCCCCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,CYP2d6_ki
8.6,CCCCCCCC1=C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,CYP2d6_ki
7.8,C[C@@]12CC[C@@H]3[C@H](C[C@@H](CCc4ccccc4)C4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
7.8,C[C@@]12CC[C@@H]3[C@H](C[C@H](CCCCc4ccccc4)C4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
8.05,C[C@@]12CC[C@@H]3[C@H](C=C(Cc4ccccc4)C4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
8,C[C@@]12CC[C@@H]3[C@H](C=C(CCc4ccccc4)C4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
8.07,C[C@]12C=CC(=O)C=C1C(CCc1ccccc1)=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2d6_ki
8.15,CCCCCC(=O)O[C@@H]1C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCC(=O)C=C12,CYP2d6_ki
8.15,C[C@@]12CC[C@@H]3[C@H](C[C@@H](OCc4ccccc4)C4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
7.85,CC1(C)C[C@]2(C)C(=CC1=O)[C@H](Br)C[C@@H]1[C@H]3CCC(=O)[C@]3(C)CC[C@H]12,CYP2d6_ki
8,CC1(C)C[C@]2(C)C(=CC1=O)[C@@H](Br)C[C@@H]1[C@H]3CCC(=O)[C@]3(C)CC[C@H]12,CYP2d6_ki
7.64,C[C@@]12CC[C@@H]3[C@H](C=C(c4ccc(O)cc4)C4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
7.52,C[C@@]12CC[C@@H]3[C@H](C=C(c4ccc(OS(N)(=O)=O)cc4)C4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
7.57,C[C@@]12CC[C@@H]3[C@H](C[C@@H](c4ccc(O)cc4)C4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
7.41,C[C@@]12CC[C@@H]3[C@H](C[C@@H](c4ccc(OS(N)(=O)=O)cc4)C4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
7.12,C[C@]12C=CC(=O)C=C1C(c1ccc(O)cc1)=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2d6_ki
7.25,C[C@]12C=CC(=O)C=C1C(c1ccc(OS(N)(=O)=O)cc1)=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2d6_ki
7.24,C[C@@]12CC[C@@H]3[C@H](CC=C4C=CCC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
7.24,C[C@@]12CC[C@@H]3[C@H](CC=C4CCCC[C@]43C)[C@H]1CC[C@H]2O,CYP2d6_ki
7.24,C[C@@]12CC[C@@H]3[C@H](CC=C4C=CCC[C@]43C)[C@H]1CC[C@H]2O,CYP2d6_ki
5.3,C[C@@]12CC[C@@H]3[C@H](CC(=O)[C@@]45O[C@@H]4C(=O)CC[C@@]35C)[C@H]1CCC2=O,CYP2d6_ki
5.3,C[C@]12CC[C@H]3[C@@H](CC(=O)[C@]45O[C@H]4C(=O)CC[C@]35C=O)[C@@H]1CCC2=O,CYP2d6_ki
5.3,C[C@@]12CC[C@@H]3[C@H](C(=O)[C@@H]4O[C@@]45C(=O)CCC[C@@]35C)[C@H]1CCC2=O,CYP2d6_ki
5.3,C[C@]12CC[C@H]3[C@@H](C(=O)[C@H]4O[C@]45C(=O)CCC[C@]35C=O)[C@@H]1CCC2=O,CYP2d6_ki
5.3,C[C@@]12CC[C@@H]3[C@H](CC[C@@]45O[C@@H]4C(=O)CC[C@@]35C)[C@H]1CCC2=O,CYP2d6_ki
5.3,C[C@]12CC[C@H]3[C@@H](CC[C@]45O[C@H]4C(=O)CC[C@]35C=O)[C@@H]1CCC2=O,CYP2d6_ki
5.3,C[C@@]12CC[C@@H]3[C@H](CC[C@@]45O[C@@H]4C(=O)CC[C@@]35CO)[C@H]1CCC2=O,CYP2d6_ki
5.6,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,CYP2d6_ki
8.33,CC[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,CYP2d6_ki
8.3,CCCCC[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,CYP2d6_ki
6.84,C[C@@]12CC[C@@H]3[C@H](C(=O)C=C4CCCC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
4.96,C[C@@]12CC[C@@H]3[C@H](C(=O)C=C4CCCC[C@]43CO)[C@H]1CCC2=O,CYP2d6_ki
8.09,CC[C@@]12CCC(=O)C=C1CC[C@H]1[C@H]2CC[C@@]2(C)C(=O)CC[C@H]12,CYP2d6_ki
8.09,CC[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,CYP2d6_ki
8.09,CC[C@@]12CCC(=O)C=C1C=C[C@H]1[C@H]2CC[C@@]2(C)C(=O)CC[C@H]12,CYP2d6_ki
8.09,CC[C@]12C=CC(=O)C=C1C=C[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,CYP2d6_ki
5.96,C[C@]12CC[C@H]3[C@@H](C(=O)C=C4CCCC[C@@]43O)[C@@H]1CCC2=O,CYP2d6_ki
5.96,CC(=O)O[C@]12CCCCC1=CC(=O)[C@H]1[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]12,CYP2d6_ki
7.44,CC(=O)SC1=C2CC[C@@H]3[C@H]4CCC(=O)[C@]4(C)CC[C@H]3[C@]2(C)CCC1=O,CYP2d6_ki
7.44,CSC1=C2CC[C@@H]3[C@H]4CCC(=O)[C@]4(C)CC[C@H]3[C@]2(C)CCC1=O,CYP2d6_ki
7.44,CCSC1=C2CC[C@@H]3[C@H]4CCC(=O)[C@]4(C)CC[C@H]3[C@]2(C)CCC1=O,CYP2d6_ki
7.44,CCCSC1=C2CC[C@@H]3[C@H]4CCC(=O)[C@]4(C)CC[C@H]3[C@]2(C)CCC1=O,CYP2d6_ki
7.42,C[C@@]12CC[C@@H]3[C@H](CCC4=C(OCc5ccccc5)C(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
7.21,C[C@@]12CC[C@@H]3[C@H](C(Cc4ccccc4)=CC4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
7.21,C[C@@]12CC[C@@H]3[C@H](C(CCc4ccccc4)=CC4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
5.85,C[C@@]12CC[C@@H]3[C@H](C(c4ccccc4)=CC4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
8.15,C[C@]12C=CC(=O)C=C1C[C@@H](Cc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2d6_ki
8.15,C[C@]12C=CC(=O)C=C1C[C@@H](CCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2d6_ki
8.15,C[C@]12C=CC(=O)C=C1C[C@@H](CCCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2d6_ki
8.15,C[C@]12C=CC(=O)C=C1C[C@@H](CCc1ccc([N+](=O)[O-])cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2d6_ki
8.15,C[C@]12C=CC(=O)C=C1C[C@@H](CCc1ccc(N)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2d6_ki
8.15,C[C@]12C=CC(=O)C=C1C[C@@H](CCCc1ccc([N+](=O)[O-])cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2d6_ki
6.77,CC(=O)OC[C@@]12CCCC=C1CC[C@H]1[C@H]2CC[C@@]2(C)C(=O)CC[C@H]12,CYP2d6_ki
6.77,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@@]43C(F)F)[C@@H]1CCC2=O,CYP2d6_ki
6.77,C[C@@]12CC[C@@H]3[C@H](CCC4=CCCC[C@]43CO)[C@H]1CC[C@H]2O,CYP2d6_ki
4.12,C#C[C@H](OC(C)=O)[C@]12CCC(=O)C=C1C(=O)C[C@H]1[C@H]2CC[C@@]2(C)C(=O)CC[C@H]12,CYP2d6_ki
4.17,C#C[C@H](OC(C)=O)[C@]12CCC(=O)C=C1C(=O)C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2d6_ki
6.64,C[C@@]12CC[C@@H]3[C@H](CCC4=CCCC[C@]43C)[C@H]1C[C@H](Br)C2=O,CYP2d6_ki
6.34,C[C@@]12CC[C@@H]3[C@H](CCC4=CCCC[C@]43C)[C@H]1C[C@@H](Br)C2=O,CYP2d6_ki
8.3,C[C@@]12CC[C@@H]3[C@H]([C@@H]4[C@H](C5=CC(=O)CC[C@]53C)C4(F)F)[C@H]1CCC2=O,CYP2d6_ki
8.3,C[C@@]12CC[C@@H]3[C@H]([C@@H]4[C@H](C5=CCCC[C@]53C)C4(F)F)[C@H]1CC[C@H]2O,CYP2d6_ki
8.3,C[C@@]12CC[C@@H]3[C@H]([C@@H]4[C@H](C5=CCCC[C@]53C)C4(F)F)[C@H]1CCC2=O,CYP2d6_ki
8.01,C[C@]12C=CC(=O)C(Sc3ccccc3)=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2d6_ki
8.01,C[C@@]12CC[C@@H]3[C@H](C=CC4=C(Sc5ccccc5)C(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
8.01,C[C@]12C=CC(=O)C(Sc3ccccc3)=C1C=C[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2d6_ki
7.82,C[C@@]12CC[C@@H]3[C@H](CCC4=C(F)C(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
7.05,C[C@]12CC[C@H]3[C@@H](CCC4=C(F)C(=O)CC[C@@H]43)[C@@H]1CCC2=O,CYP2d6_ki
7.26,C[C@@]12CC[C@@H]3[C@H](C[C@@H](F)C4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
7.28,C[C@@]12CC[C@@H]3[C@H](C[C@H](F)C4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
8.85,C[C@@H]1C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCC(=O)C=C12,CYP2d6_ki
8.85,CCCC[C@@H]1C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCC(=O)C=C12,CYP2d6_ki
8,C[C@@]12CC[C@@H]3[C@H](C[C@@H](Cc4ccccc4)C4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
8.85,C[C@H]1C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCC(=O)C=C12,CYP2d6_ki
8.85,CC[C@H]1C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCC(=O)C=C12,CYP2d6_ki
8.85,CCCC[C@H]1C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCC(=O)C=C12,CYP2d6_ki
8.29,C=C[C@H]1C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCC(=O)C=C12,CYP2d6_ki
8.31,C/C=C1\C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCC(=O)C=C12,CYP2d6_ki
7.43,C#CC[C@@H]1C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCC(=O)C=C12,CYP2d6_ki
8,C#CC[C@H]1C[C@@H]2[C@H]3CCC(=O)[C@]3(C)CC[C@H]2[C@]2(C)CCC(=O)C=C12,CYP2d6_ki
9,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43[C@@H]3CO3)[C@@H]1CCC2=O,CYP2d6_ki
7.12,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43[C@H]3CO3)[C@@H]1CCC2=O,CYP2d6_ki
8.47,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43[C@@H]3CN3)[C@@H]1CCC2=O,CYP2d6_ki
8.47,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43[C@H]3CN3)[C@@H]1CCC2=O,CYP2d6_ki
8.47,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43[C@@H]3CN3)[C@@H]1CC[C@@H]2O,CYP2d6_ki
8.47,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43[C@H]3CN3)[C@@H]1CC[C@@H]2O,CYP2d6_ki
7.6,CC1(C)C[C@]2(C)C(=CC1=O)C(=O)C[C@@H]1[C@H]3CCC(=O)[C@]3(C)CC[C@H]12,CYP2d6_ki
7.4,CC1(C)C[C@]2(C)C(=C(O)C1=O)C(=O)C[C@@H]1[C@H]3CCC(=O)[C@]3(C)CC[C@H]12,CYP2d6_ki
7.38,C[C@@]12CC[C@@H]3[C@H](CC(=O)C4=C(O)C(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
5.65,C[C@]12C=CC(=O)C=C1C=C(c1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2d6_ki
7.21,C[C@]12C=CC(=O)C=C1C=C(Cc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2d6_ki
6.76,C[C@]12C=CC(=O)C=C1C=C(CCc1ccccc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2d6_ki
7.62,C[C@@]12CC[C@@H]3[C@H]([C@@H](Sc4ccc(Nc5ccc([N+](=O)[O-])cc5[N+](=O)[O-])cc4)CC4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
7.62,CN(C)c1cccc2c(S(=O)(=O)Nc3ccc(S[C@H]4CC5=CC(=O)CC[C@@]5(C)[C@@H]5CC[C@@]6(C)C(=O)CC[C@@H]6[C@@H]45)cc3)cccc12,CYP2d6_ki
7.62,C[C@@]12CC[C@@H]3[C@H]([C@@H](Sc4cccc5ccccc45)CC4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
7.62,C[C@@]12CC[C@@H]3[C@H]([C@@H](Sc4ccc5ccccc5c4)CC4=CC(=O)CC[C@]43C)[C@H]1CCC2=O,CYP2d6_ki
7.92,C[C@]12C=CC(=O)C=C1C[C@@H](Sc1cccc3ccccc13)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2d6_ki
7.92,C[C@]12C=CC(=O)C=C1C[C@@H](Sc1ccc3ccccc3c1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2d6_ki
6.21,CS[C@@]12C=CC(=O)C=C1CC[C@@H]1[C@H]3CC[C@@H](O)[C@]3(C)CC[C@H]12,CYP2d6_ki
6.97,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43S)[C@@H]1CC[C@@H]2O,CYP2d6_ki
8.7,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43[C@@H]3CS3)[C@@H]1CCC2=O,CYP2d6_ki
6.58,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@@H]2O,CYP2d6_ki
6.58,C[C@@]12CCC[C@H]1[C@@H]1CCC3=CC(=O)C=C[C@]3(C)[C@H]1CC2,CYP2d6_ki
8.3,C[C@@]12CC[C@@H]3[C@H](CCC4=CC(=O)CC[C@]43CN=[N+]=[N-])[C@H]1CCC2=O,CYP2d6_ki
9,CSC[C@@]12CCC(=O)C=C1CC[C@H]1[C@H]2CC[C@@]2(C)C(=O)CC[C@H]12,CYP2d6_ki
5,C[C@@]12CC[C@@H]3[C@H](CCC4=CC(=O)[C@@H]5CC[C@@]43C5)[C@H]1CCC2=O,CYP2d6_ki
5,C=CC1O[C@@]2(O)CC[C@@]13C(=CC[C@@H]1[C@H]4CCC(=O)[C@]4(C)CC[C@H]13)C2,CYP2d6_ki
5,C[C@]12CC[C@H]3[C@@H](CC=C4[C@H]5CSC[C@]43CCC5=O)[C@@H]1CCC2=O,CYP2d6_ki
5,C[C@]12CCC3C(C[C@H]4COC[C@@]35CCC(=O)C=C45)C1CCC2=O,CYP2d6_ki
6,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C(F)F)[C@@H]1CCC2=O,CYP2d6_ki
7.47,C[C@@]12CC[C@@H]3[C@H](CCC4=CC(=O)CC[C@]43CS)[C@H]1CCC2=O,CYP2d6_ki
6.03,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@H]5C[C@H](O)[C@]43C5)[C@@H]1CCC2=O,CYP2d6_ki
6.06,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@H]5C[C@@H](O)[C@]43C5)[C@@H]1CCC2=O,CYP2d6_ki
7.75,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@H]5COC[C@]43C5)[C@@H]1CCC2=O,CYP2d6_ki
5,C[C@@]1(CC#N)CC[C@@H]2[C@H](CCC3=CC(=O)CC[C@]32C)[C@H]1CC#N,CYP2d6_ki
7,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@H](CCCc4ccccc4)C[C@H]3[C@@H]1CCC2=O,CYP2d6_ki
7,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@@H](CCCc4ccccc4)C[C@H]3[C@@H]1CCC2=O,CYP2d6_ki
7,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@H](CCCc4ccccc4)C[C@H]3[C@@H]1CC[C@@H]2O,CYP2d6_ki
7,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@@H](CCCc4ccccc4)C[C@H]3[C@@H]1CC[C@@H]2O,CYP2d6_ki
7,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@H](Cc4ccccc4)C[C@H]3[C@@H]1CCC2=O,CYP2d6_ki
7,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@@H](Cc4ccccc4)C[C@H]3[C@@H]1CCC2=O,CYP2d6_ki
7,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@H](Cc4ccccc4)C[C@H]3[C@@H]1CC[C@@H]2O,CYP2d6_ki
7,C[C@]12CC[C@@H]3c4ccc(O)cc4[C@@H](Cc4ccccc4)C[C@H]3[C@@H]1CC[C@@H]2O,CYP2d6_ki
7,C[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)c2ccc(O)cc21,CYP2d6_ki
7,C[C@H]1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)c2ccc(O)cc21,CYP2d6_ki
7,C[C@@H]1C[C@@H]2[C@H](CC[C@]3(C)[C@@H](O)CC[C@@H]23)c2ccc(O)cc21,CYP2d6_ki
7,C[C@H]1C[C@@H]2[C@H](CC[C@]3(C)[C@@H](O)CC[C@@H]23)c2ccc(O)cc21,CYP2d6_ki
7.92,C[C@]12C=CC(=O)C=C1C[C@@H](Sc1ccc(Br)cc1)[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2d6_ki
7,C[C@]12CC[C@@H]3c4cc(F)c(O)cc4CC[C@H]3[C@@H]1CCC2=O,CYP2d6_ki
7,C[C@]12CC[C@@H]3c4cc(Cl)c(O)cc4CC[C@H]3[C@@H]1CCC2=O,CYP2d6_ki
7,C[C@]12CC[C@@H]3c4cc(Br)c(O)cc4CC[C@H]3[C@@H]1CCC2=O,CYP2d6_ki
7,Cc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CYP2d6_ki
7,C[C@]12CC[C@@H]3c4cc(F)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,CYP2d6_ki
7,C[C@]12CC[C@@H]3c4cc(Cl)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,CYP2d6_ki
7,C[C@]12CC[C@@H]3c4cc(Br)c(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,CYP2d6_ki
7,Cc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,CYP2d6_ki
7.08,COc1ccc2c(Cc3ccccc3)c(-c3ccc(Cl)cc3)c(=O)oc2c1,CYP2d6_ki
7.5,C(=C(\Cn1cncn1)c1ccccc1)\c1ccccc1,CYP2d6_ki
7.1,C(=C(/Cn1cncn1)c1ccccc1)\c1ccccc1,CYP2d6_ki
6.54,c1ccc(CC(Cn2ccnn2)c2ccccc2)cc1,CYP2d6_ki
7.62,Brc1ccc(/C=C(\Cn2ccnn2)c2ccc(Br)cc2)cc1,CYP2d6_ki
7.13,Brc1ccc(/C(=C/c2ccccc2)Cn2ccnn2)cc1,CYP2d6_ki
8.1,Clc1ccc(/C=C(\Cn2ccnn2)c2ccc(Cl)cc2)cc1,CYP2d6_ki
7.24,Clc1ccc(/C(=C/c2ccccc2)Cn2ccnn2)cc1,CYP2d6_ki
7,C(=C(\Cn1ccnn1)c1ccccc1)\c1ccccc1,CYP2d6_ki
6.35,Brc1ccc(/C=C(/Cn2ccnn2)c2ccc(Br)cc2)cc1,CYP2d6_ki
6.9,Brc1ccc(/C(=C\c2ccccc2)Cn2ccnn2)cc1,CYP2d6_ki
7.01,Clc1ccc(/C=C(/Cn2ccnn2)c2ccc(Cl)cc2)cc1,CYP2d6_ki
7.09,Clc1ccc(/C(=C\c2ccccc2)Cn2ccnn2)cc1,CYP2d6_ki
6.75,C(=C(/Cn1ccnn1)c1ccccc1)\c1ccccc1,CYP2d6_ki
5.62,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,CYP2d6_ki
5.96,CC[C@@H]1CN2CCc3c([nH]c4cccc(OC)c34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,CYP2d6_ki
5.55,CC[C@@H]1CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,CYP2d6_ki
